event_slug,event_start,event_end,cutoff_label,cutoff_utc,cutoff_local,cutoff_date,relative_day,post,contract_pair_id,contract_key,market_family_pm,pm_resolver_proxy,resolver_type_onchain,ultimate_resolver_type,uma_backed,neg_risk_request_initialized,market_id_pm,title_pm,outcome_index_pm,outcome_name_pm,token_id_pm,synthetic_binary_pm,pm_price_source,market_id_kalshi,title_kalshi,yes_sub_title_kalshi,volume_pm,weight_pm_volume,pm_yes_price,k_yes_price,pm_minus_k,pm_abs_from_50,k_abs_from_50,pm_abs_minus_k_abs_from_50,pm_source_trade_ts_local,k_source_trade_ts_local,match_confidence,match_basis
mineral_rights,2025-03-24,2025-03-24,2025_03_25_open_0500_PT,2025-03-25 12:00:00+00:00,2025-03-25 05:00:00-07:00,2025-03-25,1,1,policy_action|create|national_bitcoin_reserve|united_states|year:2025|516937|83894672511259544049673946661753374355328822374216474995072428966535091173758|KXBTCRESERVE-26-JAN01,policy_action|create|national_bitcoin_reserve|united_states|year:2025,policy_action,uma_risk_exposed,uma_direct,uma,True,False,516937,US national Bitcoin reserve in 2025?,0,Yes,83894672511259544049673946661753374355328822374216474995072428966535091173758,False,binary_yes_token_price,KXBTCRESERVE-26-JAN01,"Will Trump create a National Bitcoin Reserve before Jan 1, 2026?","Before Jan 1, 2026",5526758.797978,5526758.797978,0.71,0.53,0.17999999999999994,0.20999999999999996,0.030000000000000027,0.17999999999999994,2025-03-25 02:09:30-07:00,2025-03-24 11:46:51.600332-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_open_0500_PT,2025-03-25 12:00:00+00:00,2025-03-25 05:00:00-07:00,2025-03-25,1,1,policy_action|eliminate|department_of_education|united_states|year:2025|523188|60661165588332286306443081468695135979348107944620337686282849990456442563142|KXDOED-26-JAN01,policy_action|eliminate|department_of_education|united_states|year:2025,policy_action,uma_risk_exposed,uma_direct,uma,True,False,523188,Will Trump end Department of Education in 2025?,0,Yes,60661165588332286306443081468695135979348107944620337686282849990456442563142,False,binary_yes_token_price,KXDOED-26-JAN01,"Will the Department of Education be eliminated before Jan 1, 2026?","Before Jan 1, 2026",900396.416301,900396.416301,0.19,0.18,0.010000000000000009,0.31,0.32,-0.010000000000000009,2025-03-25 04:45:20-07:00,2025-03-25 04:47:13.461169-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_open_0500_PT,2025-03-25 12:00:00+00:00,2025-03-25 05:00:00-07:00,2025-03-25,1,1,policy_action|pass_law|strategic_bitcoin_reserve_act|texas|year:2025|518901|108694680056826771513727361737568313266027710115630595991317876664602548455545|KXTEXASBTC-26,policy_action|pass_law|strategic_bitcoin_reserve_act|texas|year:2025,policy_action,uma_risk_exposed,uma_direct,uma,True,False,518901,Texas Strategic Bitcoin Reserve Act (H.B. 1598) signed in 2025?,0,Yes,108694680056826771513727361737568313266027710115630595991317876664602548455545,False,binary_yes_token_price,KXTEXASBTC-26,Will the Texas Strategic Bitcoin Reserve Act become law before 2026?,Before 2026,214638.028966,214638.028966,0.71,0.75,-0.040000000000000036,0.20999999999999996,0.25,-0.040000000000000036,2025-03-23 11:30:30-07:00,2025-03-23 04:30:22.497168-07:00,0.8,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_open_0500_PT,2025-03-25 12:00:00+00:00,2025-03-25 05:00:00-07:00,2025-03-25,1,1,policy_action|start|recession|united_states|year:2025|516710|104173557214744537570424345347209544585775842950109756851652855913015295701992|RECSSNBER-25,policy_action|start|recession|united_states|year:2025,policy_action,uma_risk_exposed,uma_direct,uma,True,False,516710,US recession in 2025?,0,Yes,104173557214744537570424345347209544585775842950109756851652855913015295701992,False,binary_yes_token_price,RECSSNBER-25,Will there be a recession in 2025?,Starts,11734512.428529,11734512.428529,0.31,0.39,-0.08000000000000002,0.19,0.10999999999999999,0.08000000000000002,2025-03-25 04:56:50-07:00,2025-03-25 04:14:31.862980-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_close_1700_PT,2025-03-26 00:00:00+00:00,2025-03-25 17:00:00-07:00,2025-03-25,1,1,election|win_most_seats|conservative_party|canada_federal|year:2025|2025|517585|13613076726717814638495632178711195398447760389342275247699985009794802626720|KXCANADAPARTY-C,election|win_most_seats|conservative_party|canada_federal|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,517585,Will the Conservative Party win the most seats in the next Canadian election?,0,Yes,13613076726717814638495632178711195398447760389342275247699985009794802626720,False,binary_yes_token_price,KXCANADAPARTY-C,Will the Conservative party win the most seats in the 2025 Canadian House of Commons election?,Conservative party,3398500.815959,3398500.815959,0.47,0.46,0.009999999999999953,0.030000000000000027,0.03999999999999998,-0.009999999999999953,2025-03-25 16:30:14-07:00,2025-03-25 13:04:32.605136-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_close_1700_PT,2025-03-26 00:00:00+00:00,2025-03-25 17:00:00-07:00,2025-03-25,1,1,election|win_most_seats|liberal_party|canada_federal|year:2025|2025|517586|97369614101217511684993615789719226906296227283714425485701044468625942166745|KXCANADAPARTY-L,election|win_most_seats|liberal_party|canada_federal|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,517586,Will the Liberal Party win the most seats in the next Canadian election?,0,Yes,97369614101217511684993615789719226906296227283714425485701044468625942166745,False,binary_yes_token_price,KXCANADAPARTY-L,Will the Liberal party win the most seats in the 2025 Canadian House of Commons election?,Liberal party,5152025.201466,5152025.201466,0.525,0.55,-0.025000000000000022,0.025000000000000022,0.050000000000000044,-0.025000000000000022,2025-03-25 16:51:44-07:00,2025-03-25 15:05:07.573842-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_close_1700_PT,2025-03-26 00:00:00+00:00,2025-03-25 17:00:00-07:00,2025-03-25,1,1,election|win_most_seats|livre|portugal_parliament|year:2025|2025|528688|52751046452229649713496016650084639987245509474072726014183432115433475908011|KXPORTUGALPARTY-25-LIVRE,election|win_most_seats|livre|portugal_parliament|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,528688,Will Livre win the most seats in the 2025 Portuguese legislative election?,0,Yes,52751046452229649713496016650084639987245509474072726014183432115433475908011,False,binary_yes_token_price,KXPORTUGALPARTY-25-LIVRE,Will LIVRE win the most seats in the Portuguese general election?,LIVRE,330488.439275,330488.439275,0.003,0.01,-0.007,0.497,0.49,0.007000000000000006,2025-03-25 13:18:18-07:00,2025-03-19 11:14:39.712081-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_close_1700_PT,2025-03-26 00:00:00+00:00,2025-03-25 17:00:00-07:00,2025-03-25,1,1,election|win_most_seats|peoples_party|canada_federal|year:2025|2025|517590|35924832551646767782758424953354849643043645213249703917795372244091393088355|KXCANADAPARTY-P,election|win_most_seats|peoples_party|canada_federal|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,517590,Will the People's party win the most seats in the next Canadian election?,0,Yes,35924832551646767782758424953354849643043645213249703917795372244091393088355,False,binary_yes_token_price,KXCANADAPARTY-P,Will the People's party win the most seats in the 2025 Canadian House of Commons election?,People's party,1139787.923504,1139787.923504,0.001,0.01,-0.009000000000000001,0.499,0.49,0.009000000000000008,2025-03-21 16:10:40-07:00,2024-11-24 04:37:11.979961-08:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_close_1700_PT,2025-03-26 00:00:00+00:00,2025-03-25 17:00:00-07:00,2025-03-25,1,1,election|win|daniel_noboa|ecuadorian_presidential|year:2025|2025|514172|78529201497074592652635694767108128464886305064134175900444209409569043565924|KXPRESECUADOR25-DN,election|win|daniel_noboa|ecuadorian_presidential|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,514172,Will Daniel Noboa win the 2025 Ecuadorian Presidential Election? ,0,Yes,78529201497074592652635694767108128464886305064134175900444209409569043565924,False,binary_yes_token_price,KXPRESECUADOR25-DN,Will Daniel Noboa win the 2025 Ecuadorian presidential election?,Daniel Noboa,1360386.018944,1360386.018944,0.44,0.44,0.0,0.06,0.06,0.0,2025-03-25 16:43:06-07:00,2025-03-25 05:03:28.031328-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_close_1700_PT,2025-03-26 00:00:00+00:00,2025-03-25 17:00:00-07:00,2025-03-25,1,1,election|win|luisa_gonz_lez|ecuadorian_presidential|year:2025|2025|514181|31462369160152841995177527804912923307710608138814696727701585015260363916969|KXPRESECUADOR25-LG,election|win|luisa_gonz_lez|ecuadorian_presidential|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,514181,Will Luisa González win the 2025 Ecuadorian Presidential Election? ,0,Yes,31462369160152841995177527804912923307710608138814696727701585015260363916969,False,binary_yes_token_price,KXPRESECUADOR25-LG,Will Luisa González win the 2025 Ecuadorian presidential election?,Luisa González,1274030.578608,1274030.578608,0.55,0.57,-0.019999999999999907,0.050000000000000044,0.06999999999999995,-0.019999999999999907,2025-03-25 16:13:00-07:00,2025-03-24 11:10:07.993011-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_close_1700_PT,2025-03-26 00:00:00+00:00,2025-03-25 17:00:00-07:00,2025-03-25,1,1,office_exit|leave_office|jerome_powell|year:2025|520930|44446628319261786751896876365833910598445252343588252409740203088317210950410|LEAVEPOWELL-25-DEC31,office_exit|leave_office|jerome_powell|year:2025,office_exit,uma_risk_exposed,uma_direct,uma,True,False,520930,Jerome Powell out as Fed Chair in 2025?,0,Yes,44446628319261786751896876365833910598445252343588252409740203088317210950410,False,binary_yes_token_price,LEAVEPOWELL-25-DEC31,Powell leaves before 2026?,Before 2026,11760101.336012,11760101.336012,0.14,0.19,-0.04999999999999999,0.36,0.31,0.04999999999999999,2025-03-24 20:04:44-07:00,2025-03-24 11:11:41.062742-07:00,0.88,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_close_1700_PT,2025-03-26 00:00:00+00:00,2025-03-25 17:00:00-07:00,2025-03-25,1,1,office_exit|resign|volodymyr_zelenskyy|year:2025|525157|74129046843921940913413587682588886122583847748489066762857187137233978267670|KXUKRAINERESIGN-26,office_exit|resign|volodymyr_zelenskyy|year:2025,office_exit,uma_risk_exposed,uma_direct,uma,True,False,525157,Zelensky resigns in 2025?,0,Yes,74129046843921940913413587682588886122583847748489066762857187137233978267670,False,binary_yes_token_price,KXUKRAINERESIGN-26,"Will Volodymyr Zelenskyy resign before Jan 1, 2026?",Before 2026,639799.279247,639799.279247,0.23,0.25,-0.01999999999999999,0.27,0.25,0.020000000000000018,2025-03-25 13:56:17-07:00,2025-03-25 14:08:21.545193-07:00,0.88,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_close_1700_PT,2025-03-26 00:00:00+00:00,2025-03-25 17:00:00-07:00,2025-03-25,1,1,policy_action|create|national_bitcoin_reserve|united_states|year:2025|516937|83894672511259544049673946661753374355328822374216474995072428966535091173758|KXBTCRESERVE-26-JAN01,policy_action|create|national_bitcoin_reserve|united_states|year:2025,policy_action,uma_risk_exposed,uma_direct,uma,True,False,516937,US national Bitcoin reserve in 2025?,0,Yes,83894672511259544049673946661753374355328822374216474995072428966535091173758,False,binary_yes_token_price,KXBTCRESERVE-26-JAN01,"Will Trump create a National Bitcoin Reserve before Jan 1, 2026?","Before Jan 1, 2026",5526758.797978,5526758.797978,0.72,0.52,0.19999999999999996,0.21999999999999997,0.020000000000000018,0.19999999999999996,2025-03-25 16:21:42-07:00,2025-03-25 09:19:42.678484-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_close_1700_PT,2025-03-26 00:00:00+00:00,2025-03-25 17:00:00-07:00,2025-03-25,1,1,policy_action|eliminate|department_of_education|united_states|year:2025|523188|60661165588332286306443081468695135979348107944620337686282849990456442563142|KXDOED-26-JAN01,policy_action|eliminate|department_of_education|united_states|year:2025,policy_action,uma_risk_exposed,uma_direct,uma,True,False,523188,Will Trump end Department of Education in 2025?,0,Yes,60661165588332286306443081468695135979348107944620337686282849990456442563142,False,binary_yes_token_price,KXDOED-26-JAN01,"Will the Department of Education be eliminated before Jan 1, 2026?","Before Jan 1, 2026",900396.416301,900396.416301,0.179999997552,0.19,-0.010000002448000006,0.320000002448,0.31,0.010000002447999978,2025-03-25 14:47:08-07:00,2025-03-25 15:16:31.018996-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_close_1700_PT,2025-03-26 00:00:00+00:00,2025-03-25 17:00:00-07:00,2025-03-25,1,1,policy_action|pass_law|strategic_bitcoin_reserve_act|texas|year:2025|518901|108694680056826771513727361737568313266027710115630595991317876664602548455545|KXTEXASBTC-26,policy_action|pass_law|strategic_bitcoin_reserve_act|texas|year:2025,policy_action,uma_risk_exposed,uma_direct,uma,True,False,518901,Texas Strategic Bitcoin Reserve Act (H.B. 1598) signed in 2025?,0,Yes,108694680056826771513727361737568313266027710115630595991317876664602548455545,False,binary_yes_token_price,KXTEXASBTC-26,Will the Texas Strategic Bitcoin Reserve Act become law before 2026?,Before 2026,214638.028966,214638.028966,0.71,0.76,-0.050000000000000044,0.20999999999999996,0.26,-0.050000000000000044,2025-03-23 11:30:30-07:00,2025-03-25 09:28:13.078843-07:00,0.8,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_25_close_1700_PT,2025-03-26 00:00:00+00:00,2025-03-25 17:00:00-07:00,2025-03-25,1,1,policy_action|start|recession|united_states|year:2025|516710|104173557214744537570424345347209544585775842950109756851652855913015295701992|RECSSNBER-25,policy_action|start|recession|united_states|year:2025,policy_action,uma_risk_exposed,uma_direct,uma,True,False,516710,US recession in 2025?,0,Yes,104173557214744537570424345347209544585775842950109756851652855913015295701992,False,binary_yes_token_price,RECSSNBER-25,Will there be a recession in 2025?,Starts,11734512.428529,11734512.428529,0.33,0.39,-0.06,0.16999999999999998,0.10999999999999999,0.06,2025-03-25 15:05:02-07:00,2025-03-25 13:22:45.778497-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_open_0500_PT,2025-03-26 12:00:00+00:00,2025-03-26 05:00:00-07:00,2025-03-26,2,1,election|win_most_seats|conservative_party|canada_federal|year:2025|2025|517585|13613076726717814638495632178711195398447760389342275247699985009794802626720|KXCANADAPARTY-C,election|win_most_seats|conservative_party|canada_federal|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,517585,Will the Conservative Party win the most seats in the next Canadian election?,0,Yes,13613076726717814638495632178711195398447760389342275247699985009794802626720,False,binary_yes_token_price,KXCANADAPARTY-C,Will the Conservative party win the most seats in the 2025 Canadian House of Commons election?,Conservative party,3398500.815959,3398500.815959,0.47999982719988943,0.44,0.039999827199889426,0.02000017280011057,0.06,-0.039999827199889426,2025-03-26 04:50:45-07:00,2025-03-25 23:52:40.425056-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_open_0500_PT,2025-03-26 12:00:00+00:00,2025-03-26 05:00:00-07:00,2025-03-26,2,1,election|win_most_seats|liberal_party|canada_federal|year:2025|2025|517586|97369614101217511684993615789719226906296227283714425485701044468625942166745|KXCANADAPARTY-L,election|win_most_seats|liberal_party|canada_federal|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,517586,Will the Liberal Party win the most seats in the next Canadian election?,0,Yes,97369614101217511684993615789719226906296227283714425485701044468625942166745,False,binary_yes_token_price,KXCANADAPARTY-L,Will the Liberal party win the most seats in the 2025 Canadian House of Commons election?,Liberal party,5152025.201466,5152025.201466,0.527,0.57,-0.04299999999999993,0.027000000000000024,0.06999999999999995,-0.04299999999999993,2025-03-26 04:59:02-07:00,2025-03-26 03:04:34.951557-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_open_0500_PT,2025-03-26 12:00:00+00:00,2025-03-26 05:00:00-07:00,2025-03-26,2,1,election|win_most_seats|livre|portugal_parliament|year:2025|2025|528688|52751046452229649713496016650084639987245509474072726014183432115433475908011|KXPORTUGALPARTY-25-LIVRE,election|win_most_seats|livre|portugal_parliament|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,528688,Will Livre win the most seats in the 2025 Portuguese legislative election?,0,Yes,52751046452229649713496016650084639987245509474072726014183432115433475908011,False,binary_yes_token_price,KXPORTUGALPARTY-25-LIVRE,Will LIVRE win the most seats in the Portuguese general election?,LIVRE,330488.439275,330488.439275,0.003,0.01,-0.007,0.497,0.49,0.007000000000000006,2025-03-26 04:23:59-07:00,2025-03-19 11:14:39.712081-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_open_0500_PT,2025-03-26 12:00:00+00:00,2025-03-26 05:00:00-07:00,2025-03-26,2,1,election|win_most_seats|peoples_party|canada_federal|year:2025|2025|517590|35924832551646767782758424953354849643043645213249703917795372244091393088355|KXCANADAPARTY-P,election|win_most_seats|peoples_party|canada_federal|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,517590,Will the People's party win the most seats in the next Canadian election?,0,Yes,35924832551646767782758424953354849643043645213249703917795372244091393088355,False,binary_yes_token_price,KXCANADAPARTY-P,Will the People's party win the most seats in the 2025 Canadian House of Commons election?,People's party,1139787.923504,1139787.923504,0.001,0.01,-0.009000000000000001,0.499,0.49,0.009000000000000008,2025-03-26 03:28:09-07:00,2024-11-24 04:37:11.979961-08:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_open_0500_PT,2025-03-26 12:00:00+00:00,2025-03-26 05:00:00-07:00,2025-03-26,2,1,election|win|daniel_noboa|ecuadorian_presidential|year:2025|2025|514172|78529201497074592652635694767108128464886305064134175900444209409569043565924|KXPRESECUADOR25-DN,election|win|daniel_noboa|ecuadorian_presidential|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,514172,Will Daniel Noboa win the 2025 Ecuadorian Presidential Election? ,0,Yes,78529201497074592652635694767108128464886305064134175900444209409569043565924,False,binary_yes_token_price,KXPRESECUADOR25-DN,Will Daniel Noboa win the 2025 Ecuadorian presidential election?,Daniel Noboa,1360386.018944,1360386.018944,0.45,0.44,0.010000000000000009,0.04999999999999999,0.06,-0.010000000000000009,2025-03-26 03:23:41-07:00,2025-03-25 05:03:28.031328-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_open_0500_PT,2025-03-26 12:00:00+00:00,2025-03-26 05:00:00-07:00,2025-03-26,2,1,election|win|luisa_gonz_lez|ecuadorian_presidential|year:2025|2025|514181|31462369160152841995177527804912923307710608138814696727701585015260363916969|KXPRESECUADOR25-LG,election|win|luisa_gonz_lez|ecuadorian_presidential|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,514181,Will Luisa González win the 2025 Ecuadorian Presidential Election? ,0,Yes,31462369160152841995177527804912923307710608138814696727701585015260363916969,False,binary_yes_token_price,KXPRESECUADOR25-LG,Will Luisa González win the 2025 Ecuadorian presidential election?,Luisa González,1274030.578608,1274030.578608,0.55,0.57,-0.019999999999999907,0.050000000000000044,0.06999999999999995,-0.019999999999999907,2025-03-26 03:07:11-07:00,2025-03-24 11:10:07.993011-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_open_0500_PT,2025-03-26 12:00:00+00:00,2025-03-26 05:00:00-07:00,2025-03-26,2,1,office_exit|leave_office|jerome_powell|year:2025|520930|44446628319261786751896876365833910598445252343588252409740203088317210950410|LEAVEPOWELL-25-DEC31,office_exit|leave_office|jerome_powell|year:2025,office_exit,uma_risk_exposed,uma_direct,uma,True,False,520930,Jerome Powell out as Fed Chair in 2025?,0,Yes,44446628319261786751896876365833910598445252343588252409740203088317210950410,False,binary_yes_token_price,LEAVEPOWELL-25-DEC31,Powell leaves before 2026?,Before 2026,11760101.336012,11760101.336012,0.14,0.19,-0.04999999999999999,0.36,0.31,0.04999999999999999,2025-03-24 20:04:44-07:00,2025-03-24 11:11:41.062742-07:00,0.88,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_open_0500_PT,2025-03-26 12:00:00+00:00,2025-03-26 05:00:00-07:00,2025-03-26,2,1,office_exit|resign|volodymyr_zelenskyy|year:2025|525157|74129046843921940913413587682588886122583847748489066762857187137233978267670|KXUKRAINERESIGN-26,office_exit|resign|volodymyr_zelenskyy|year:2025,office_exit,uma_risk_exposed,uma_direct,uma,True,False,525157,Zelensky resigns in 2025?,0,Yes,74129046843921940913413587682588886122583847748489066762857187137233978267670,False,binary_yes_token_price,KXUKRAINERESIGN-26,"Will Volodymyr Zelenskyy resign before Jan 1, 2026?",Before 2026,639799.279247,639799.279247,0.23999999673599998,0.24,-3.2640000147132753e-09,0.260000003264,0.26,3.2640000147132753e-09,2025-03-26 01:54:51-07:00,2025-03-26 02:41:08.148829-07:00,0.88,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_open_0500_PT,2025-03-26 12:00:00+00:00,2025-03-26 05:00:00-07:00,2025-03-26,2,1,policy_action|create|national_bitcoin_reserve|united_states|year:2025|516937|83894672511259544049673946661753374355328822374216474995072428966535091173758|KXBTCRESERVE-26-JAN01,policy_action|create|national_bitcoin_reserve|united_states|year:2025,policy_action,uma_risk_exposed,uma_direct,uma,True,False,516937,US national Bitcoin reserve in 2025?,0,Yes,83894672511259544049673946661753374355328822374216474995072428966535091173758,False,binary_yes_token_price,KXBTCRESERVE-26-JAN01,"Will Trump create a National Bitcoin Reserve before Jan 1, 2026?","Before Jan 1, 2026",5526758.797978,5526758.797978,0.71,0.52,0.18999999999999995,0.20999999999999996,0.020000000000000018,0.18999999999999995,2025-03-26 04:29:54-07:00,2025-03-26 03:05:24.094896-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_open_0500_PT,2025-03-26 12:00:00+00:00,2025-03-26 05:00:00-07:00,2025-03-26,2,1,policy_action|eliminate|department_of_education|united_states|year:2025|523188|60661165588332286306443081468695135979348107944620337686282849990456442563142|KXDOED-26-JAN01,policy_action|eliminate|department_of_education|united_states|year:2025,policy_action,uma_risk_exposed,uma_direct,uma,True,False,523188,Will Trump end Department of Education in 2025?,0,Yes,60661165588332286306443081468695135979348107944620337686282849990456442563142,False,binary_yes_token_price,KXDOED-26-JAN01,"Will the Department of Education be eliminated before Jan 1, 2026?","Before Jan 1, 2026",900396.416301,900396.416301,0.18,0.19,-0.010000000000000009,0.32,0.31,0.010000000000000009,2025-03-26 04:59:37-07:00,2025-03-26 04:38:32.445627-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_open_0500_PT,2025-03-26 12:00:00+00:00,2025-03-26 05:00:00-07:00,2025-03-26,2,1,policy_action|pass_law|strategic_bitcoin_reserve_act|texas|year:2025|518901|108694680056826771513727361737568313266027710115630595991317876664602548455545|KXTEXASBTC-26,policy_action|pass_law|strategic_bitcoin_reserve_act|texas|year:2025,policy_action,uma_risk_exposed,uma_direct,uma,True,False,518901,Texas Strategic Bitcoin Reserve Act (H.B. 1598) signed in 2025?,0,Yes,108694680056826771513727361737568313266027710115630595991317876664602548455545,False,binary_yes_token_price,KXTEXASBTC-26,Will the Texas Strategic Bitcoin Reserve Act become law before 2026?,Before 2026,214638.028966,214638.028966,0.71,0.76,-0.050000000000000044,0.20999999999999996,0.26,-0.050000000000000044,2025-03-23 11:30:30-07:00,2025-03-25 09:28:13.078843-07:00,0.8,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_open_0500_PT,2025-03-26 12:00:00+00:00,2025-03-26 05:00:00-07:00,2025-03-26,2,1,policy_action|start|recession|united_states|year:2025|516710|104173557214744537570424345347209544585775842950109756851652855913015295701992|RECSSNBER-25,policy_action|start|recession|united_states|year:2025,policy_action,uma_risk_exposed,uma_direct,uma,True,False,516710,US recession in 2025?,0,Yes,104173557214744537570424345347209544585775842950109756851652855913015295701992,False,binary_yes_token_price,RECSSNBER-25,Will there be a recession in 2025?,Starts,11734512.428529,11734512.428529,0.34,0.39,-0.04999999999999999,0.15999999999999998,0.10999999999999999,0.04999999999999999,2025-03-26 04:53:46-07:00,2025-03-26 03:39:10.496162-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_close_1700_PT,2025-03-27 00:00:00+00:00,2025-03-26 17:00:00-07:00,2025-03-26,2,1,election|win_most_seats|conservative_party|canada_federal|year:2025|2025|517585|13613076726717814638495632178711195398447760389342275247699985009794802626720|KXCANADAPARTY-C,election|win_most_seats|conservative_party|canada_federal|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,517585,Will the Conservative Party win the most seats in the next Canadian election?,0,Yes,13613076726717814638495632178711195398447760389342275247699985009794802626720,False,binary_yes_token_price,KXCANADAPARTY-C,Will the Conservative party win the most seats in the 2025 Canadian House of Commons election?,Conservative party,3398500.815959,3398500.815959,0.43,0.46,-0.030000000000000027,0.07,0.03999999999999998,0.030000000000000027,2025-03-26 16:23:19-07:00,2025-03-26 08:53:25.892107-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_close_1700_PT,2025-03-27 00:00:00+00:00,2025-03-26 17:00:00-07:00,2025-03-26,2,1,election|win_most_seats|liberal_party|canada_federal|year:2025|2025|517586|97369614101217511684993615789719226906296227283714425485701044468625942166745|KXCANADAPARTY-L,election|win_most_seats|liberal_party|canada_federal|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,517586,Will the Liberal Party win the most seats in the next Canadian election?,0,Yes,97369614101217511684993615789719226906296227283714425485701044468625942166745,False,binary_yes_token_price,KXCANADAPARTY-L,Will the Liberal party win the most seats in the 2025 Canadian House of Commons election?,Liberal party,5152025.201466,5152025.201466,0.5631276779310626,0.57,-0.006872322068937398,0.06312767793106255,0.06999999999999995,-0.006872322068937398,2025-03-26 15:15:28-07:00,2025-03-26 10:37:20.741060-07:00,0.78,deterministic_contract_key
mineral_rights,2025-03-24,2025-03-24,2025_03_26_close_1700_PT,2025-03-27 00:00:00+00:00,2025-03-26 17:00:00-07:00,2025-03-26,2,1,election|win_most_seats|livre|portugal_parliament|year:2025|2025|528688|52751046452229649713496016650084639987245509474072726014183432115433475908011|KXPORTUGALPARTY-25-LIVRE,election|win_most_seats|livre|portugal_parliament|year:2025|2025,election,uma_risk_exposed,neg_risk_adapter,uma_via_neg_risk_adapter,True,True,528688,Will Livre win the most seats in the 2025 Portuguese legislative election?,0,Yes,52751046452229649713496016650084639987245509474072726014183432115433475908011,False,binary_yes_token_price,KXPORTUGALPARTY-25-LIVRE,Will LIVRE win the most seats in the Portuguese general election?,LIVRE,330488.439275,330488.439275,0.003,0.01,-0.007,0.497,0.49,0.007000000000000006,2025-03-26 08:40:36-07:00,2025-03-19 11:14:39.712081-07:00,0.78,deterministic_contract_key
