ticker,cutoff_utc,cutoff_label,cutoff_local,trade_ts_utc,price
KXMARALAGO-26-VZ,2025-03-19 00:00:00+00:00,2025_03_18_close_1700_PT,2025-03-18 17:00:00-07:00,2025-03-08 10:35:32.381174+00:00,0.21
KXMOONMAN-31-R,2025-03-19 00:00:00+00:00,2025_03_18_close_1700_PT,2025-03-18 17:00:00-07:00,2024-12-01 07:12:28.152982+00:00,0.1
KXNOBELPEACE-25-VZEL,2025-03-19 00:00:00+00:00,2025_03_18_close_1700_PT,2025-03-18 17:00:00-07:00,2025-03-17 09:33:41.337778+00:00,0.16
KXPRESVISIT-26-RU,2025-03-19 00:00:00+00:00,2025_03_18_close_1700_PT,2025-03-18 17:00:00-07:00,2025-03-18 20:06:04.451429+00:00,0.33
KXPRESVISIT-26-UKR,2025-03-19 00:00:00+00:00,2025_03_18_close_1700_PT,2025-03-18 17:00:00-07:00,2025-03-18 11:26:15.682733+00:00,0.22
KXSECSTATEVISIT-26-RUS,2025-03-19 00:00:00+00:00,2025_03_18_close_1700_PT,2025-03-18 17:00:00-07:00,2025-03-15 15:31:21.772688+00:00,0.66
KXUKRAINERESIGN-26,2025-03-19 00:00:00+00:00,2025_03_18_close_1700_PT,2025-03-18 17:00:00-07:00,2025-03-18 21:03:30.608474+00:00,0.22
KXUKRIMPEACH-26,2025-03-19 00:00:00+00:00,2025_03_18_close_1700_PT,2025-03-18 17:00:00-07:00,2025-03-18 20:53:34.895831+00:00,0.12
KXWLEADER-25-VP,2025-03-19 00:00:00+00:00,2025_03_18_close_1700_PT,2025-03-18 17:00:00-07:00,2025-03-18 06:58:51.509256+00:00,0.91
KXELECTUKRAINE-26,2025-03-19 12:00:00+00:00,2025_03_19_open_0500_PT,2025-03-19 05:00:00-07:00,2025-03-18 08:41:40.339708+00:00,0.48
KXFRIDMAN-26JAN01-VP,2025-03-19 12:00:00+00:00,2025_03_19_open_0500_PT,2025-03-19 05:00:00-07:00,2025-03-14 05:37:00.226106+00:00,0.4
KXMARALAGO-26-VZ,2025-03-19 12:00:00+00:00,2025_03_19_open_0500_PT,2025-03-19 05:00:00-07:00,2025-03-08 10:35:32.381174+00:00,0.21
KXMOONMAN-31-R,2025-03-19 12:00:00+00:00,2025_03_19_open_0500_PT,2025-03-19 05:00:00-07:00,2024-12-01 07:12:28.152982+00:00,0.1
