ticker,cutoff_utc,cutoff_label,cutoff_local,trade_ts_utc,price
KXMOONMAN-31-R,2025-03-25 00:00:00+00:00,2025_03_24_close_1700_PT,2025-03-24 17:00:00-07:00,2024-12-01 07:12:28.152982+00:00,0.1
KXNOBELPEACE-25-VZEL,2025-03-25 00:00:00+00:00,2025_03_24_close_1700_PT,2025-03-24 17:00:00-07:00,2025-03-24 18:29:08.456968+00:00,0.18
KXPRESVISIT-26-RU,2025-03-25 00:00:00+00:00,2025_03_24_close_1700_PT,2025-03-24 17:00:00-07:00,2025-03-24 23:54:59.238258+00:00,0.32
KXPRESVISIT-26-UKR,2025-03-25 00:00:00+00:00,2025_03_24_close_1700_PT,2025-03-24 17:00:00-07:00,2025-03-23 11:55:24.895557+00:00,0.17
KXSECSTATEVISIT-26-RUS,2025-03-25 00:00:00+00:00,2025_03_24_close_1700_PT,2025-03-24 17:00:00-07:00,2025-03-23 20:13:04.120409+00:00,0.71
KXUKRAINERESIGN-26,2025-03-25 00:00:00+00:00,2025_03_24_close_1700_PT,2025-03-24 17:00:00-07:00,2025-03-24 19:20:28.764459+00:00,0.23
KXUKRIMPEACH-26,2025-03-25 00:00:00+00:00,2025_03_24_close_1700_PT,2025-03-24 17:00:00-07:00,2025-03-24 21:52:25.560672+00:00,0.13
KXWLEADER-25-VP,2025-03-25 00:00:00+00:00,2025_03_24_close_1700_PT,2025-03-24 17:00:00-07:00,2025-03-24 07:28:08.766052+00:00,0.81
KXELECTUKRAINE-26,2025-03-25 12:00:00+00:00,2025_03_25_open_0500_PT,2025-03-25 05:00:00-07:00,2025-03-24 19:38:21.234164+00:00,0.44
KXFRIDMAN-26JAN01-VP,2025-03-25 12:00:00+00:00,2025_03_25_open_0500_PT,2025-03-25 05:00:00-07:00,2025-03-24 13:42:39.480108+00:00,0.27
KXMARALAGO-26-VZ,2025-03-25 12:00:00+00:00,2025_03_25_open_0500_PT,2025-03-25 05:00:00-07:00,2025-03-08 10:35:32.381174+00:00,0.21
KXMOONMAN-31-R,2025-03-25 12:00:00+00:00,2025_03_25_open_0500_PT,2025-03-25 05:00:00-07:00,2024-12-01 07:12:28.152982+00:00,0.1
KXNOBELPEACE-25-VZEL,2025-03-25 12:00:00+00:00,2025_03_25_open_0500_PT,2025-03-25 05:00:00-07:00,2025-03-24 18:29:08.456968+00:00,0.18
KXPRESVISIT-26-RU,2025-03-25 12:00:00+00:00,2025_03_25_open_0500_PT,2025-03-25 05:00:00-07:00,2025-03-25 05:29:29.888945+00:00,0.33
KXPRESVISIT-26-UKR,2025-03-25 12:00:00+00:00,2025_03_25_open_0500_PT,2025-03-25 05:00:00-07:00,2025-03-23 11:55:24.895557+00:00,0.17
KXSECSTATEVISIT-26-RUS,2025-03-25 12:00:00+00:00,2025_03_25_open_0500_PT,2025-03-25 05:00:00-07:00,2025-03-23 20:13:04.120409+00:00,0.71
KXUKRAINERESIGN-26,2025-03-25 12:00:00+00:00,2025_03_25_open_0500_PT,2025-03-25 05:00:00-07:00,2025-03-24 19:20:28.764459+00:00,0.23
KXUKRIMPEACH-26,2025-03-25 12:00:00+00:00,2025_03_25_open_0500_PT,2025-03-25 05:00:00-07:00,2025-03-25 10:00:08.424782+00:00,0.13
KXWLEADER-25-VP,2025-03-25 12:00:00+00:00,2025_03_25_open_0500_PT,2025-03-25 05:00:00-07:00,2025-03-25 05:03:42.263630+00:00,0.79
KXELECTUKRAINE-26,2025-03-26 00:00:00+00:00,2025_03_25_close_1700_PT,2025-03-25 17:00:00-07:00,2025-03-25 18:05:32.114099+00:00,0.45
KXFRIDMAN-26JAN01-VP,2025-03-26 00:00:00+00:00,2025_03_25_close_1700_PT,2025-03-25 17:00:00-07:00,2025-03-24 13:42:39.480108+00:00,0.27
KXMARALAGO-26-VZ,2025-03-26 00:00:00+00:00,2025_03_25_close_1700_PT,2025-03-25 17:00:00-07:00,2025-03-08 10:35:32.381174+00:00,0.21
KXMOONMAN-31-R,2025-03-26 00:00:00+00:00,2025_03_25_close_1700_PT,2025-03-25 17:00:00-07:00,2024-12-01 07:12:28.152982+00:00,0.1
KXNOBELPEACE-25-VZEL,2025-03-26 00:00:00+00:00,2025_03_25_close_1700_PT,2025-03-25 17:00:00-07:00,2025-03-25 13:56:27.806514+00:00,0.18
KXPRESVISIT-26-RU,2025-03-26 00:00:00+00:00,2025_03_25_close_1700_PT,2025-03-25 17:00:00-07:00,2025-03-25 05:29:29.888945+00:00,0.33
KXPRESVISIT-26-UKR,2025-03-26 00:00:00+00:00,2025_03_25_close_1700_PT,2025-03-25 17:00:00-07:00,2025-03-25 21:15:36.847981+00:00,0.18
KXSECSTATEVISIT-26-RUS,2025-03-26 00:00:00+00:00,2025_03_25_close_1700_PT,2025-03-25 17:00:00-07:00,2025-03-25 16:20:45.410297+00:00,0.71
KXUKRAINERESIGN-26,2025-03-26 00:00:00+00:00,2025_03_25_close_1700_PT,2025-03-25 17:00:00-07:00,2025-03-25 21:08:21.545193+00:00,0.25
KXUKRIMPEACH-26,2025-03-26 00:00:00+00:00,2025_03_25_close_1700_PT,2025-03-25 17:00:00-07:00,2025-03-25 17:06:35.058723+00:00,0.11
KXWLEADER-25-VP,2025-03-26 00:00:00+00:00,2025_03_25_close_1700_PT,2025-03-25 17:00:00-07:00,2025-03-25 21:12:49.697724+00:00,0.77
KXELECTUKRAINE-26,2025-03-26 12:00:00+00:00,2025_03_26_open_0500_PT,2025-03-26 05:00:00-07:00,2025-03-25 18:05:32.114099+00:00,0.45
KXFRIDMAN-26JAN01-VP,2025-03-26 12:00:00+00:00,2025_03_26_open_0500_PT,2025-03-26 05:00:00-07:00,2025-03-24 13:42:39.480108+00:00,0.27
KXMARALAGO-26-VZ,2025-03-26 12:00:00+00:00,2025_03_26_open_0500_PT,2025-03-26 05:00:00-07:00,2025-03-08 10:35:32.381174+00:00,0.21
KXMOONMAN-31-R,2025-03-26 12:00:00+00:00,2025_03_26_open_0500_PT,2025-03-26 05:00:00-07:00,2024-12-01 07:12:28.152982+00:00,0.1
KXNOBELPEACE-25-VZEL,2025-03-26 12:00:00+00:00,2025_03_26_open_0500_PT,2025-03-26 05:00:00-07:00,2025-03-25 13:56:27.806514+00:00,0.18
KXPRESVISIT-26-RU,2025-03-26 12:00:00+00:00,2025_03_26_open_0500_PT,2025-03-26 05:00:00-07:00,2025-03-25 05:29:29.888945+00:00,0.33
KXPRESVISIT-26-UKR,2025-03-26 12:00:00+00:00,2025_03_26_open_0500_PT,2025-03-26 05:00:00-07:00,2025-03-25 21:15:36.847981+00:00,0.18
KXSECSTATEVISIT-26-RUS,2025-03-26 12:00:00+00:00,2025_03_26_open_0500_PT,2025-03-26 05:00:00-07:00,2025-03-25 16:20:45.410297+00:00,0.71
KXUKRAINERESIGN-26,2025-03-26 12:00:00+00:00,2025_03_26_open_0500_PT,2025-03-26 05:00:00-07:00,2025-03-26 09:41:08.148829+00:00,0.24
KXUKRIMPEACH-26,2025-03-26 12:00:00+00:00,2025_03_26_open_0500_PT,2025-03-26 05:00:00-07:00,2025-03-26 10:13:20.402988+00:00,0.13
KXWLEADER-25-VP,2025-03-26 12:00:00+00:00,2025_03_26_open_0500_PT,2025-03-26 05:00:00-07:00,2025-03-25 21:12:49.697724+00:00,0.77
KXELECTUKRAINE-26,2025-03-27 00:00:00+00:00,2025_03_26_close_1700_PT,2025-03-26 17:00:00-07:00,2025-03-26 20:10:16.566603+00:00,0.42
KXFRIDMAN-26JAN01-VP,2025-03-27 00:00:00+00:00,2025_03_26_close_1700_PT,2025-03-26 17:00:00-07:00,2025-03-24 13:42:39.480108+00:00,0.27
KXMARALAGO-26-VZ,2025-03-27 00:00:00+00:00,2025_03_26_close_1700_PT,2025-03-26 17:00:00-07:00,2025-03-08 10:35:32.381174+00:00,0.21
KXMOONMAN-31-R,2025-03-27 00:00:00+00:00,2025_03_26_close_1700_PT,2025-03-26 17:00:00-07:00,2024-12-01 07:12:28.152982+00:00,0.1
KXNOBELPEACE-25-VZEL,2025-03-27 00:00:00+00:00,2025_03_26_close_1700_PT,2025-03-26 17:00:00-07:00,2025-03-26 19:20:29.682590+00:00,0.16
KXPRESVISIT-26-RU,2025-03-27 00:00:00+00:00,2025_03_26_close_1700_PT,2025-03-26 17:00:00-07:00,2025-03-25 05:29:29.888945+00:00,0.33
KXPRESVISIT-26-UKR,2025-03-27 00:00:00+00:00,2025_03_26_close_1700_PT,2025-03-26 17:00:00-07:00,2025-03-25 21:15:36.847981+00:00,0.18
KXSECSTATEVISIT-26-RUS,2025-03-27 00:00:00+00:00,2025_03_26_close_1700_PT,2025-03-26 17:00:00-07:00,2025-03-25 16:20:45.410297+00:00,0.71
KXUKRAINERESIGN-26,2025-03-27 00:00:00+00:00,2025_03_26_close_1700_PT,2025-03-26 17:00:00-07:00,2025-03-26 19:55:48.953494+00:00,0.24
KXUKRIMPEACH-26,2025-03-27 00:00:00+00:00,2025_03_26_close_1700_PT,2025-03-26 17:00:00-07:00,2025-03-26 10:13:20.402988+00:00,0.13
KXWLEADER-25-VP,2025-03-27 00:00:00+00:00,2025_03_26_close_1700_PT,2025-03-26 17:00:00-07:00,2025-03-26 20:04:54.475289+00:00,0.76
KXELECTUKRAINE-26,2025-03-27 12:00:00+00:00,2025_03_27_open_0500_PT,2025-03-27 05:00:00-07:00,2025-03-27 10:42:27.801006+00:00,0.45
KXFRIDMAN-26JAN01-VP,2025-03-27 12:00:00+00:00,2025_03_27_open_0500_PT,2025-03-27 05:00:00-07:00,2025-03-24 13:42:39.480108+00:00,0.27
KXMARALAGO-26-VZ,2025-03-27 12:00:00+00:00,2025_03_27_open_0500_PT,2025-03-27 05:00:00-07:00,2025-03-08 10:35:32.381174+00:00,0.21
KXMOONMAN-31-R,2025-03-27 12:00:00+00:00,2025_03_27_open_0500_PT,2025-03-27 05:00:00-07:00,2024-12-01 07:12:28.152982+00:00,0.1
KXNOBELPEACE-25-VZEL,2025-03-27 12:00:00+00:00,2025_03_27_open_0500_PT,2025-03-27 05:00:00-07:00,2025-03-27 06:28:25.503598+00:00,0.16
KXPRESVISIT-26-RU,2025-03-27 12:00:00+00:00,2025_03_27_open_0500_PT,2025-03-27 05:00:00-07:00,2025-03-27 09:56:11.924253+00:00,0.32
KXPRESVISIT-26-UKR,2025-03-27 12:00:00+00:00,2025_03_27_open_0500_PT,2025-03-27 05:00:00-07:00,2025-03-25 21:15:36.847981+00:00,0.18
KXSECSTATEVISIT-26-RUS,2025-03-27 12:00:00+00:00,2025_03_27_open_0500_PT,2025-03-27 05:00:00-07:00,2025-03-25 16:20:45.410297+00:00,0.71
KXUKRAINERESIGN-26,2025-03-27 12:00:00+00:00,2025_03_27_open_0500_PT,2025-03-27 05:00:00-07:00,2025-03-27 08:57:54.222168+00:00,0.2
KXUKRIMPEACH-26,2025-03-27 12:00:00+00:00,2025_03_27_open_0500_PT,2025-03-27 05:00:00-07:00,2025-03-27 08:35:03.650475+00:00,0.1
KXWLEADER-25-VP,2025-03-27 12:00:00+00:00,2025_03_27_open_0500_PT,2025-03-27 05:00:00-07:00,2025-03-27 10:29:47.697805+00:00,0.81
KXELECTUKRAINE-26,2025-03-28 00:00:00+00:00,2025_03_27_close_1700_PT,2025-03-27 17:00:00-07:00,2025-03-27 21:48:21.140063+00:00,0.41
KXFRIDMAN-26JAN01-VP,2025-03-28 00:00:00+00:00,2025_03_27_close_1700_PT,2025-03-27 17:00:00-07:00,2025-03-24 13:42:39.480108+00:00,0.27
KXMARALAGO-26-VZ,2025-03-28 00:00:00+00:00,2025_03_27_close_1700_PT,2025-03-27 17:00:00-07:00,2025-03-08 10:35:32.381174+00:00,0.21
KXMOONMAN-31-R,2025-03-28 00:00:00+00:00,2025_03_27_close_1700_PT,2025-03-27 17:00:00-07:00,2024-12-01 07:12:28.152982+00:00,0.1
KXNOBELPEACE-25-VZEL,2025-03-28 00:00:00+00:00,2025_03_27_close_1700_PT,2025-03-27 17:00:00-07:00,2025-03-27 06:28:25.503598+00:00,0.16
KXPRESVISIT-26-RU,2025-03-28 00:00:00+00:00,2025_03_27_close_1700_PT,2025-03-27 17:00:00-07:00,2025-03-27 16:47:55.659457+00:00,0.3
KXPRESVISIT-26-UKR,2025-03-28 00:00:00+00:00,2025_03_27_close_1700_PT,2025-03-27 17:00:00-07:00,2025-03-25 21:15:36.847981+00:00,0.18
KXSECSTATEVISIT-26-RUS,2025-03-28 00:00:00+00:00,2025_03_27_close_1700_PT,2025-03-27 17:00:00-07:00,2025-03-25 16:20:45.410297+00:00,0.71
KXUKRAINERESIGN-26,2025-03-28 00:00:00+00:00,2025_03_27_close_1700_PT,2025-03-27 17:00:00-07:00,2025-03-27 21:20:10.890320+00:00,0.24
KXUKRIMPEACH-26,2025-03-28 00:00:00+00:00,2025_03_27_close_1700_PT,2025-03-27 17:00:00-07:00,2025-03-27 21:21:13.129562+00:00,0.13
KXWLEADER-25-VP,2025-03-28 00:00:00+00:00,2025_03_27_close_1700_PT,2025-03-27 17:00:00-07:00,2025-03-27 21:35:58.645283+00:00,0.81
KXELECTUKRAINE-26,2025-03-28 12:00:00+00:00,2025_03_28_open_0500_PT,2025-03-28 05:00:00-07:00,2025-03-28 06:36:32.815247+00:00,0.38
KXFRIDMAN-26JAN01-VP,2025-03-28 12:00:00+00:00,2025_03_28_open_0500_PT,2025-03-28 05:00:00-07:00,2025-03-24 13:42:39.480108+00:00,0.27
KXMARALAGO-26-VZ,2025-03-28 12:00:00+00:00,2025_03_28_open_0500_PT,2025-03-28 05:00:00-07:00,2025-03-28 10:18:49.795765+00:00,0.2
KXMOONMAN-31-R,2025-03-28 12:00:00+00:00,2025_03_28_open_0500_PT,2025-03-28 05:00:00-07:00,2024-12-01 07:12:28.152982+00:00,0.1
KXNOBELPEACE-25-VZEL,2025-03-28 12:00:00+00:00,2025_03_28_open_0500_PT,2025-03-28 05:00:00-07:00,2025-03-27 06:28:25.503598+00:00,0.16
KXPRESVISIT-26-RU,2025-03-28 12:00:00+00:00,2025_03_28_open_0500_PT,2025-03-28 05:00:00-07:00,2025-03-27 16:47:55.659457+00:00,0.3
KXPRESVISIT-26-UKR,2025-03-28 12:00:00+00:00,2025_03_28_open_0500_PT,2025-03-28 05:00:00-07:00,2025-03-28 08:10:29.083693+00:00,0.17
KXSECSTATEVISIT-26-RUS,2025-03-28 12:00:00+00:00,2025_03_28_open_0500_PT,2025-03-28 05:00:00-07:00,2025-03-25 16:20:45.410297+00:00,0.71
KXUKRAINERESIGN-26,2025-03-28 12:00:00+00:00,2025_03_28_open_0500_PT,2025-03-28 05:00:00-07:00,2025-03-28 10:48:46.118209+00:00,0.24
KXUKRIMPEACH-26,2025-03-28 12:00:00+00:00,2025_03_28_open_0500_PT,2025-03-28 05:00:00-07:00,2025-03-28 10:30:36.834960+00:00,0.13
KXWLEADER-25-VP,2025-03-28 12:00:00+00:00,2025_03_28_open_0500_PT,2025-03-28 05:00:00-07:00,2025-03-27 21:35:58.645283+00:00,0.81
KXELECTUKRAINE-26,2025-03-29 00:00:00+00:00,2025_03_28_close_1700_PT,2025-03-28 17:00:00-07:00,2025-03-28 16:37:50.478669+00:00,0.38
KXFRIDMAN-26JAN01-VP,2025-03-29 00:00:00+00:00,2025_03_28_close_1700_PT,2025-03-28 17:00:00-07:00,2025-03-24 13:42:39.480108+00:00,0.27
KXMARALAGO-26-VZ,2025-03-29 00:00:00+00:00,2025_03_28_close_1700_PT,2025-03-28 17:00:00-07:00,2025-03-28 16:38:37.742115+00:00,0.12
KXMOONMAN-31-R,2025-03-29 00:00:00+00:00,2025_03_28_close_1700_PT,2025-03-28 17:00:00-07:00,2025-03-28 12:27:09.813063+00:00,0.01
KXNOBELPEACE-25-VZEL,2025-03-29 00:00:00+00:00,2025_03_28_close_1700_PT,2025-03-28 17:00:00-07:00,2025-03-28 20:46:33.571221+00:00,0.19
KXPRESVISIT-26-RU,2025-03-29 00:00:00+00:00,2025_03_28_close_1700_PT,2025-03-28 17:00:00-07:00,2025-03-28 12:16:40.079074+00:00,0.33
KXPRESVISIT-26-UKR,2025-03-29 00:00:00+00:00,2025_03_28_close_1700_PT,2025-03-28 17:00:00-07:00,2025-03-28 08:10:29.083693+00:00,0.17
KXSECSTATEVISIT-26-RUS,2025-03-29 00:00:00+00:00,2025_03_28_close_1700_PT,2025-03-28 17:00:00-07:00,2025-03-25 16:20:45.410297+00:00,0.71
KXUKRAINERESIGN-26,2025-03-29 00:00:00+00:00,2025_03_28_close_1700_PT,2025-03-28 17:00:00-07:00,2025-03-28 21:19:19.204485+00:00,0.21
KXUKRIMPEACH-26,2025-03-29 00:00:00+00:00,2025_03_28_close_1700_PT,2025-03-28 17:00:00-07:00,2025-03-28 22:45:12.749912+00:00,0.14
KXWLEADER-25-VP,2025-03-29 00:00:00+00:00,2025_03_28_close_1700_PT,2025-03-28 17:00:00-07:00,2025-03-28 16:01:53.133699+00:00,0.84
KXELECTUKRAINE-26,2025-03-29 12:00:00+00:00,2025_03_29_open_0500_PT,2025-03-29 05:00:00-07:00,2025-03-29 06:09:00.109158+00:00,0.42
KXFRIDMAN-26JAN01-VP,2025-03-29 12:00:00+00:00,2025_03_29_open_0500_PT,2025-03-29 05:00:00-07:00,2025-03-24 13:42:39.480108+00:00,0.27
KXMARALAGO-26-VZ,2025-03-29 12:00:00+00:00,2025_03_29_open_0500_PT,2025-03-29 05:00:00-07:00,2025-03-28 16:38:37.742115+00:00,0.12
KXMOONMAN-31-R,2025-03-29 12:00:00+00:00,2025_03_29_open_0500_PT,2025-03-29 05:00:00-07:00,2025-03-28 12:27:09.813063+00:00,0.01
KXNOBELPEACE-25-VZEL,2025-03-29 12:00:00+00:00,2025_03_29_open_0500_PT,2025-03-29 05:00:00-07:00,2025-03-29 10:48:30.507181+00:00,0.16
KXPRESVISIT-26-RU,2025-03-29 12:00:00+00:00,2025_03_29_open_0500_PT,2025-03-29 05:00:00-07:00,2025-03-28 12:16:40.079074+00:00,0.33
KXPRESVISIT-26-UKR,2025-03-29 12:00:00+00:00,2025_03_29_open_0500_PT,2025-03-29 05:00:00-07:00,2025-03-28 08:10:29.083693+00:00,0.17
KXSECSTATEVISIT-26-RUS,2025-03-29 12:00:00+00:00,2025_03_29_open_0500_PT,2025-03-29 05:00:00-07:00,2025-03-25 16:20:45.410297+00:00,0.71
KXUKRAINERESIGN-26,2025-03-29 12:00:00+00:00,2025_03_29_open_0500_PT,2025-03-29 05:00:00-07:00,2025-03-29 10:38:59.023592+00:00,0.22
KXUKRIMPEACH-26,2025-03-29 12:00:00+00:00,2025_03_29_open_0500_PT,2025-03-29 05:00:00-07:00,2025-03-28 22:45:12.749912+00:00,0.14
KXWLEADER-25-VP,2025-03-29 12:00:00+00:00,2025_03_29_open_0500_PT,2025-03-29 05:00:00-07:00,2025-03-28 16:01:53.133699+00:00,0.84
KXELECTUKRAINE-26,2025-03-30 00:00:00+00:00,2025_03_29_close_1700_PT,2025-03-29 17:00:00-07:00,2025-03-29 06:09:00.109158+00:00,0.42
KXFRIDMAN-26JAN01-VP,2025-03-30 00:00:00+00:00,2025_03_29_close_1700_PT,2025-03-29 17:00:00-07:00,2025-03-24 13:42:39.480108+00:00,0.27
KXMARALAGO-26-VZ,2025-03-30 00:00:00+00:00,2025_03_29_close_1700_PT,2025-03-29 17:00:00-07:00,2025-03-28 16:38:37.742115+00:00,0.12
KXMOONMAN-31-R,2025-03-30 00:00:00+00:00,2025_03_29_close_1700_PT,2025-03-29 17:00:00-07:00,2025-03-28 12:27:09.813063+00:00,0.01
KXNOBELPEACE-25-VZEL,2025-03-30 00:00:00+00:00,2025_03_29_close_1700_PT,2025-03-29 17:00:00-07:00,2025-03-29 18:58:24.092317+00:00,0.2
KXPRESVISIT-26-RU,2025-03-30 00:00:00+00:00,2025_03_29_close_1700_PT,2025-03-29 17:00:00-07:00,2025-03-29 17:15:55.737172+00:00,0.29
KXPRESVISIT-26-UKR,2025-03-30 00:00:00+00:00,2025_03_29_close_1700_PT,2025-03-29 17:00:00-07:00,2025-03-28 08:10:29.083693+00:00,0.17
KXSECSTATEVISIT-26-RUS,2025-03-30 00:00:00+00:00,2025_03_29_close_1700_PT,2025-03-29 17:00:00-07:00,2025-03-25 16:20:45.410297+00:00,0.71
KXUKRAINERESIGN-26,2025-03-30 00:00:00+00:00,2025_03_29_close_1700_PT,2025-03-29 17:00:00-07:00,2025-03-29 22:01:02.186763+00:00,0.23
KXUKRIMPEACH-26,2025-03-30 00:00:00+00:00,2025_03_29_close_1700_PT,2025-03-29 17:00:00-07:00,2025-03-29 20:07:11.506496+00:00,0.14
KXWLEADER-25-VP,2025-03-30 00:00:00+00:00,2025_03_29_close_1700_PT,2025-03-29 17:00:00-07:00,2025-03-28 16:01:53.133699+00:00,0.84
KXELECTUKRAINE-26,2025-03-30 12:00:00+00:00,2025_03_30_open_0500_PT,2025-03-30 05:00:00-07:00,2025-03-30 11:21:23.766321+00:00,0.38
KXFRIDMAN-26JAN01-VP,2025-03-30 12:00:00+00:00,2025_03_30_open_0500_PT,2025-03-30 05:00:00-07:00,2025-03-24 13:42:39.480108+00:00,0.27
KXMARALAGO-26-VZ,2025-03-30 12:00:00+00:00,2025_03_30_open_0500_PT,2025-03-30 05:00:00-07:00,2025-03-28 16:38:37.742115+00:00,0.12
KXMOONMAN-31-R,2025-03-30 12:00:00+00:00,2025_03_30_open_0500_PT,2025-03-30 05:00:00-07:00,2025-03-28 12:27:09.813063+00:00,0.01
KXNOBELPEACE-25-VZEL,2025-03-30 12:00:00+00:00,2025_03_30_open_0500_PT,2025-03-30 05:00:00-07:00,2025-03-29 18:58:24.092317+00:00,0.2
KXPRESVISIT-26-RU,2025-03-30 12:00:00+00:00,2025_03_30_open_0500_PT,2025-03-30 05:00:00-07:00,2025-03-29 17:15:55.737172+00:00,0.29
KXPRESVISIT-26-UKR,2025-03-30 12:00:00+00:00,2025_03_30_open_0500_PT,2025-03-30 05:00:00-07:00,2025-03-28 08:10:29.083693+00:00,0.17
KXSECSTATEVISIT-26-RUS,2025-03-30 12:00:00+00:00,2025_03_30_open_0500_PT,2025-03-30 05:00:00-07:00,2025-03-25 16:20:45.410297+00:00,0.71
KXUKRAINERESIGN-26,2025-03-30 12:00:00+00:00,2025_03_30_open_0500_PT,2025-03-30 05:00:00-07:00,2025-03-30 10:30:04.328045+00:00,0.18
KXUKRIMPEACH-26,2025-03-30 12:00:00+00:00,2025_03_30_open_0500_PT,2025-03-30 05:00:00-07:00,2025-03-29 20:07:11.506496+00:00,0.14
KXWLEADER-25-VP,2025-03-30 12:00:00+00:00,2025_03_30_open_0500_PT,2025-03-30 05:00:00-07:00,2025-03-30 11:18:08.267774+00:00,0.75
KXELECTUKRAINE-26,2025-03-31 00:00:00+00:00,2025_03_30_close_1700_PT,2025-03-30 17:00:00-07:00,2025-03-30 11:21:23.766321+00:00,0.38
KXFRIDMAN-26JAN01-VP,2025-03-31 00:00:00+00:00,2025_03_30_close_1700_PT,2025-03-30 17:00:00-07:00,2025-03-24 13:42:39.480108+00:00,0.27
KXMARALAGO-26-VZ,2025-03-31 00:00:00+00:00,2025_03_30_close_1700_PT,2025-03-30 17:00:00-07:00,2025-03-28 16:38:37.742115+00:00,0.12
KXMOONMAN-31-R,2025-03-31 00:00:00+00:00,2025_03_30_close_1700_PT,2025-03-30 17:00:00-07:00,2025-03-28 12:27:09.813063+00:00,0.01
KXNOBELPEACE-25-VZEL,2025-03-31 00:00:00+00:00,2025_03_30_close_1700_PT,2025-03-30 17:00:00-07:00,2025-03-30 19:56:36.510279+00:00,0.16
KXPRESVISIT-26-RU,2025-03-31 00:00:00+00:00,2025_03_30_close_1700_PT,2025-03-30 17:00:00-07:00,2025-03-30 20:56:04.458829+00:00,0.3
KXPRESVISIT-26-UKR,2025-03-31 00:00:00+00:00,2025_03_30_close_1700_PT,2025-03-30 17:00:00-07:00,2025-03-28 08:10:29.083693+00:00,0.17
KXSECSTATEVISIT-26-RUS,2025-03-31 00:00:00+00:00,2025_03_30_close_1700_PT,2025-03-30 17:00:00-07:00,2025-03-25 16:20:45.410297+00:00,0.71
KXUKRAINERESIGN-26,2025-03-31 00:00:00+00:00,2025_03_30_close_1700_PT,2025-03-30 17:00:00-07:00,2025-03-30 19:35:04.780803+00:00,0.23
KXUKRIMPEACH-26,2025-03-31 00:00:00+00:00,2025_03_30_close_1700_PT,2025-03-30 17:00:00-07:00,2025-03-29 20:07:11.506496+00:00,0.14
KXWLEADER-25-VP,2025-03-31 00:00:00+00:00,2025_03_30_close_1700_PT,2025-03-30 17:00:00-07:00,2025-03-30 19:27:09.945884+00:00,0.75
KXELECTUKRAINE-26,2025-03-31 12:00:00+00:00,2025_03_31_open_0500_PT,2025-03-31 05:00:00-07:00,2025-03-30 11:21:23.766321+00:00,0.38
KXFRIDMAN-26JAN01-VP,2025-03-31 12:00:00+00:00,2025_03_31_open_0500_PT,2025-03-31 05:00:00-07:00,2025-03-24 13:42:39.480108+00:00,0.27
KXMARALAGO-26-VZ,2025-03-31 12:00:00+00:00,2025_03_31_open_0500_PT,2025-03-31 05:00:00-07:00,2025-03-28 16:38:37.742115+00:00,0.12
KXMOONMAN-31-R,2025-03-31 12:00:00+00:00,2025_03_31_open_0500_PT,2025-03-31 05:00:00-07:00,2025-03-28 12:27:09.813063+00:00,0.01
KXNOBELPEACE-25-VZEL,2025-03-31 12:00:00+00:00,2025_03_31_open_0500_PT,2025-03-31 05:00:00-07:00,2025-03-30 19:56:36.510279+00:00,0.16
KXPRESVISIT-26-RU,2025-03-31 12:00:00+00:00,2025_03_31_open_0500_PT,2025-03-31 05:00:00-07:00,2025-03-30 20:56:04.458829+00:00,0.3
KXPRESVISIT-26-UKR,2025-03-31 12:00:00+00:00,2025_03_31_open_0500_PT,2025-03-31 05:00:00-07:00,2025-03-28 08:10:29.083693+00:00,0.17
KXSECSTATEVISIT-26-RUS,2025-03-31 12:00:00+00:00,2025_03_31_open_0500_PT,2025-03-31 05:00:00-07:00,2025-03-25 16:20:45.410297+00:00,0.71
KXUKRAINERESIGN-26,2025-03-31 12:00:00+00:00,2025_03_31_open_0500_PT,2025-03-31 05:00:00-07:00,2025-03-30 19:35:04.780803+00:00,0.23
KXUKRIMPEACH-26,2025-03-31 12:00:00+00:00,2025_03_31_open_0500_PT,2025-03-31 05:00:00-07:00,2025-03-29 20:07:11.506496+00:00,0.14
KXWLEADER-25-VP,2025-03-31 12:00:00+00:00,2025_03_31_open_0500_PT,2025-03-31 05:00:00-07:00,2025-03-30 19:27:09.945884+00:00,0.75
KXELECTUKRAINE-26,2025-04-01 00:00:00+00:00,2025_03_31_close_1700_PT,2025-03-31 17:00:00-07:00,2025-03-31 18:01:54.643223+00:00,0.4
KXFRIDMAN-26JAN01-VP,2025-04-01 00:00:00+00:00,2025_03_31_close_1700_PT,2025-03-31 17:00:00-07:00,2025-03-24 13:42:39.480108+00:00,0.27
KXMARALAGO-26-VZ,2025-04-01 00:00:00+00:00,2025_03_31_close_1700_PT,2025-03-31 17:00:00-07:00,2025-03-28 16:38:37.742115+00:00,0.12
KXMOONMAN-31-R,2025-04-01 00:00:00+00:00,2025_03_31_close_1700_PT,2025-03-31 17:00:00-07:00,2025-03-28 12:27:09.813063+00:00,0.01
KXNOBELPEACE-25-VZEL,2025-04-01 00:00:00+00:00,2025_03_31_close_1700_PT,2025-03-31 17:00:00-07:00,2025-03-31 14:29:41.092396+00:00,0.19
KXPRESVISIT-26-RU,2025-04-01 00:00:00+00:00,2025_03_31_close_1700_PT,2025-03-31 17:00:00-07:00,2025-03-31 16:53:00.362681+00:00,0.31
