id,token_id,outcome_index,outcome_name,outcome_slug,cutoff_utc,cutoff_label,cutoff_local,trade_ts_utc,price,source_trade_ts_local
516189,71685983838843709915160975671540060908877886707703474939962098991499689519711,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-15 18:46:35+00:00,0.029,2025-03-15 11:46:35-07:00
525232,73663957466489274595176785305097386128325404078001917490010407904837134882577,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 06:14:59+00:00,0.4299999931199994,2025-03-16 23:14:59-07:00
524348,73984012795437798473481687953253285098754321969692105101879063972760068638228,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-02-25 19:54:41+00:00,0.999,2025-02-25 11:54:41-08:00
525157,74129046843921940913413587682588886122583847748489066762857187137233978267670,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-15 15:56:56+00:00,0.24,2025-03-15 08:56:56-07:00
519048,74534059827731044353009484655251717921023956616694121520435859117169009979824,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 10:48:35+00:00,0.15000000927947993,2025-03-17 03:48:35-07:00
524477,75533964938719028696952998369094361524498526879485856631877081096914627658644,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-15 22:29:40+00:00,0.92,2025-03-15 15:29:40-07:00
518889,76417393963448037479806799796874747547221511591996743269503725518742470496274,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:26:29+00:00,0.38,2025-03-17 04:26:29-07:00
523197,76517872896411850784270344965682992803318434169987777444136970978963357739156,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-16 23:09:27+00:00,0.033,2025-03-16 16:09:27-07:00
519048,76643504232063200802060773779828726415087044269171506931668031354693251545396,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:30:15+00:00,0.84,2025-03-17 04:30:15-07:00
527278,76683579252562835143863542840343898007243510337054657506558517873008498105093,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-14 17:08:09+00:00,0.999,2025-03-14 10:08:09-07:00
516187,76896069667756716472035601301016783496873889454464161011234150458037478069918,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 10:57:09+00:00,0.96,2025-03-17 03:57:09-07:00
517073,78869803177078589287716771530665317651497156168734051494454473188006845916520,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-15 23:39:17+00:00,0.79,2025-03-15 16:39:17-07:00
522894,81020312652589627285197771109762839746287006928172707150877539028691834065212,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 09:43:39+00:00,0.07,2025-03-17 02:43:39-07:00
524310,82246973513888061559569421022652964687465272762066736721360354291228748283806,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:06:57+00:00,0.7210000080558759,2025-03-17 04:06:57-07:00
516190,83080252071092689902932666850490074811760131055025811650818073654402601835484,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:50:11+00:00,0.9659999955199968,2025-03-17 04:50:11-07:00
521041,83524440200143860657028178945801858366378129256359488825050609853223919531809,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 10:24:31+00:00,0.15,2025-03-17 03:24:31-07:00
524477,83547673164506671794819260938344653989875088069034224812175182562166039721574,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 09:00:59+00:00,0.08,2025-03-17 02:00:59-07:00
525231,83742739530586820493605246339344277590673217105618245459443915506041800643469,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 10:10:23+00:00,0.909999930233327,2025-03-17 03:10:23-07:00
510319,84888738552927367074645370589243532246434846262240067551074642775011167355434,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:51:45+00:00,0.35,2025-03-17 04:51:45-07:00
527081,85329416514471004297478005149625146014624743562622421967455557722819447174298,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 09:06:23+00:00,0.45,2025-03-17 02:06:23-07:00
526229,86304131703011980721755979925817881408007934797292837200662297834354514178950,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 08:23:59+00:00,0.972,2025-03-17 01:23:59-07:00
510319,86857783363775257860227917708309268561005168570896999677788731255030014967896,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:51:57+00:00,0.6599999844899996,2025-03-17 04:51:57-07:00
526229,88551081062941956754624270296481102277138087249231124901142839087117648363109,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 08:23:59+00:00,0.026975797208926042,2025-03-17 01:23:59-07:00
524292,9014695769446700891659134648259488341557414914618690658701879241952037527074,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-16 22:08:11+00:00,0.9,2025-03-16 15:08:11-07:00
