id,token_id,outcome_index,outcome_name,outcome_slug,cutoff_utc,cutoff_label,cutoff_local,trade_ts_utc,price,source_trade_ts_local
527005,100121345789532362055123879793212027312379236056429540221720415709850532973373,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-13 11:38:31+00:00,0.15,2025-03-13 04:38:31-07:00
507311,102006319303460238827563664446951754516041393632850360444322469125777577388771,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-01-29 21:39:28+00:00,0.001,2025-01-29 13:39:28-08:00
524145,102062916030133807330186342894442541205582789480933958339342744794892413850627,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-02-28 16:13:57+00:00,0.001,2025-02-28 08:13:57-08:00
525437,10316592426452860464899722692398677096383513371344164830735417650138017205817,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-05 19:01:37+00:00,0.01,2025-03-05 11:01:37-08:00
521103,103909253011351322759892776638669457027523901655815490042130382730360706229706,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-15 23:17:13+00:00,0.12,2025-03-15 16:17:13-07:00
516715,104795148936930645520469554178353538587130154145659561962269514319642274480768,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:42:41+00:00,0.94,2025-03-17 04:42:41-07:00
526814,105039045108735350701067761926660919174556796573940954887933194396971464305066,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:24:25+00:00,0.4343873067328513,2025-03-17 04:24:25-07:00
524291,106785705064968660332067023300536266535388124753272914243541205698423062856246,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-16 18:59:04+00:00,0.2,2025-03-16 11:59:04-07:00
524285,107643187201000404038693592426566378917534508353468263334674357442312114112510,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 10:11:21+00:00,0.7100000076963909,2025-03-17 03:11:21-07:00
525442,108057916747365167542504013787062021441684619476265070483570121865318046932052,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-05 19:00:49+00:00,0.001,2025-03-05 11:00:49-08:00
521603,108064859672314536571175804798614410280877635973727667622803804179444259690672,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:53:03+00:00,0.964,2025-03-17 04:53:03-07:00
522894,108303820542127194670275571355095079674537367635794408292209711330192187534707,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:02:21+00:00,0.9399998630077294,2025-03-17 04:02:21-07:00
519736,108331518505056537403722461966654684743488871885239753047834907734450664515452,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-16 13:12:06+00:00,0.884,2025-03-16 06:12:06-07:00
507311,109788973099970019996072517823266794542154906066004680247007602517078576240900,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-01-29 21:39:28+00:00,0.999,2025-01-29 13:39:28-08:00
523420,110303218457795832861589414223072133732424840017074962598980991451216787898529,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:23:09+00:00,0.39,2025-03-17 04:23:09-07:00
523420,110513468504414111967623727967802735681305040958967125800368195228103949451183,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:23:09+00:00,0.61,2025-03-17 04:23:09-07:00
523198,111048886296924495129741424280092672064807186679410610865674623733591163627018,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-16 18:57:26+00:00,0.9300000203000008,2025-03-16 11:57:26-07:00
522056,111817814065148789668110176254570458287510111700931938757952739120253070676417,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:47:53+00:00,0.4899999726511601,2025-03-17 04:47:53-07:00
516315,112686805416681376426848642516954883318316273962669944235801308401883591913314,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 09:06:39+00:00,0.959,2025-03-17 02:06:39-07:00
519844,115151921832306680160638545362939767099400757097903129602011054222202727203606,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-02-28 20:07:00+00:00,0.001,2025-02-28 12:07:00-08:00
524143,1179039883486402183499490082435825463500517700553032674433043579228770785112,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:25:07+00:00,0.17,2025-03-17 04:25:07-07:00
525437,12198166341436727947405729209814148041740036263965322192437253954048906701116,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-05 19:01:37+00:00,0.99,2025-03-05 11:01:37-08:00
521100,14990029861718662869816237869973544862792282285138092644462921007650993247380,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-12 20:16:21+00:00,0.999,2025-03-12 13:16:21-07:00
516719,15974786252393396629980467963784550802583781222733347534844974829144359265969,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:40:09+00:00,0.74,2025-03-17 04:40:09-07:00
527081,17189149212865445714213344530377307644873493103595435170459256971807866915825,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:06:43+00:00,0.57999999884,2025-03-17 04:06:43-07:00
525442,17526688879266974475993857941710252477836369992267558391595367358065513215277,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-05 19:00:49+00:00,0.999,2025-03-05 11:00:49-08:00
523198,17636133037698655711537839367918666335877935696344385855077943944327611242596,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-16 18:57:26+00:00,0.06999997969999912,2025-03-16 11:57:26-07:00
518890,1820990530457734990844221236379424325571531338274179313320944848555296238885,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-12 01:55:10+00:00,0.18999987839995622,2025-03-11 18:55:10-07:00
521603,18833065283746804110550289341323864262410877417777323132151715138616977528841,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:53:03+00:00,0.036,2025-03-17 04:53:03-07:00
518890,19787433176606062103363478006507471735790167880416910771642279209812633663344,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 09:39:41+00:00,0.82,2025-03-17 02:39:41-07:00
523343,22255463452594162709449800579658835371746668793825841462318307382376621533755,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 09:10:41+00:00,0.6200000677227826,2025-03-17 02:10:41-07:00
527279,22752183918002848078277748029145662550669719932108767430775139318472934671798,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-12 20:16:11+00:00,0.002,2025-03-12 13:16:11-07:00
524021,22814991468805556116471270417641782171550309851492637070422109257339804109572,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 07:31:56+00:00,0.79,2025-03-17 00:31:56-07:00
524292,23363560824318474668781482335102625289561748638527872548758492627125630990827,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-16 22:08:11+00:00,0.1,2025-03-16 15:08:11-07:00
521026,23632768753333496327246137884794918423597173479688585307138116345069085580247,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 07:26:08+00:00,0.39,2025-03-17 00:26:08-07:00
516189,25301545985889508293321782755434072371936771538975200674445139222395623272851,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 07:31:44+00:00,0.972,2025-03-17 00:31:44-07:00
516143,25742247876332768458781360292043764039507900813404980298479194684402595556451,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:50:05+00:00,0.3485964070143903,2025-03-17 04:50:05-07:00
516190,27706044619360761256387697290478189707563660684659877077148428665563431908215,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:50:11+00:00,0.034000004480003225,2025-03-17 04:50:11-07:00
525231,27854589915558666949911110700107109304807510472832754346848714713106576041207,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-14 23:31:50+00:00,0.09,2025-03-14 16:31:50-07:00
521025,28414938735362964078307100001374150957816395319940009652318455849499629150252,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:45:07+00:00,0.6199999989832,2025-03-17 04:45:07-07:00
525232,31566724138998405553508313449766802786847999037726188458982786371622924711878,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 06:14:59+00:00,0.5700000068800006,2025-03-16 23:14:59-07:00
524143,32156304147657186738936334568719617978558036247795210919856751006394161293073,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:25:07+00:00,0.83,2025-03-17 04:25:07-07:00
526861,32921044856076201189154703786849418887213408387521621721061527935861828024828,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 06:21:55+00:00,0.72,2025-03-16 23:21:55-07:00
527278,33787629600621860180939604657495798919073059313987957113657471584613393310606,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-14 17:08:09+00:00,0.001,2025-03-14 10:08:09-07:00
521499,37809713000353368658683984822433912106052732096671571646866650191133502648634,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-12 20:16:29+00:00,0.001,2025-03-12 13:16:29-07:00
519628,37946704943888888914227612417452623974614267503719043957094985529354395995926,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:36:55+00:00,0.41,2025-03-17 04:36:55-07:00
517693,38028235049989289118991891250017423701902844342596888644757673357241176888913,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-15 06:09:02+00:00,0.87,2025-03-14 23:09:02-07:00
522057,39073221701552764059446410725782004011128353041681427534414147663135223634260,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:36:47+00:00,0.76,2025-03-17 04:36:47-07:00
519628,39327269875426915204597944387916069897800289788920336317845465327697809453999,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:55:37+00:00,0.58,2025-03-17 04:55:37-07:00
527279,40001158490980829331315202760805197309678407198352511114569399283632572307422,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-12 20:19:55+00:00,0.998,2025-03-12 13:19:55-07:00
521103,40643730425995007653653846322257326466291751148478865541862332040512398068473,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-15 23:17:13+00:00,0.88,2025-03-15 16:17:13-07:00
519844,40914113765279699847589045742755525912767460490196542143342551731171071232917,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-02-28 20:07:00+00:00,0.999,2025-02-28 12:07:00-08:00
516719,42351579455604873042957090441032286075880144797259231030267680078160718556927,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:23:51+00:00,0.25,2025-03-17 04:23:51-07:00
523413,4274339277583331170231436480507835882687434608350779078862983050349942696879,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-16 18:20:54+00:00,0.85,2025-03-16 11:20:54-07:00
521100,42807705713627033072721560874549512720856774493986139163714965545915531235572,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-12 20:16:21+00:00,0.001,2025-03-12 13:16:21-07:00
524147,43469326409739858395690572881501444443817974097672167644298447954120789600137,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-02-28 06:17:16+00:00,0.9988821436653187,2025-02-27 22:17:16-08:00
518889,44380686214454472779171256638293817778327849773706779670665516622038269778385,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:26:29+00:00,0.633891818437536,2025-03-17 04:26:29-07:00
517073,46900460840406661483474634104595482418501684854096906918305683910102403871123,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-15 22:04:44+00:00,0.22999999328399992,2025-03-15 15:04:44-07:00
523413,46975241878566226675389813084558441099978633579735672808077735156890286559886,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-16 05:21:05+00:00,0.15,2025-03-15 22:21:05-07:00
521499,47692708638309429756044208432818720002044706296619873136468383174493259480485,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-12 20:16:29+00:00,0.999,2025-03-12 13:16:29-07:00
522057,48477409091695386761559202853239391470463303066983260592312960625658563043275,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:36:47+00:00,0.24,2025-03-17 04:36:47-07:00
521026,49473000926194462184545427213242554383104595845909786504578023251386790224858,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 10:51:05+00:00,0.61,2025-03-17 03:51:05-07:00
507984,50284187941943469569202009194355917949339120733469101749033950310686959468007,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2024-12-12 21:27:58+00:00,0.002,2024-12-12 13:27:58-08:00
521025,50391907985844971368730434370554275352555306650304559981296724287110163889372,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 08:37:47+00:00,0.38,2025-03-17 01:37:47-07:00
527032,52520991936301939851844268554264807330714499642654844594240746592838266792432,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-11 19:15:04+00:00,0.999,2025-03-11 12:15:04-07:00
524348,52960782840877996381169383667062216635147767148703288363719115614339176853095,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-02-25 19:54:41+00:00,0.001,2025-02-25 11:54:41-08:00
522878,5442743401928862894180841736263512191564084389996775978514134400673743050598,0,Putin,putin,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-02-28 20:00:10+00:00,0.001,2025-02-28 12:00:10-08:00
522878,55264189025055373090161890959631464405045385380191735792739072809428026021736,1,Zelenskyy,zelenskyy,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-02-28 20:00:10+00:00,0.999,2025-02-28 12:00:10-08:00
523197,55509409310784585364116971076570089959207228118269642206238982520364239944605,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 06:17:33+00:00,0.963,2025-03-16 23:17:33-07:00
516187,56333219586489855674685549932194420713208928308331628771337419037140355178076,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 10:57:09+00:00,0.04,2025-03-17 03:57:09-07:00
523343,57160884655103428512814247631012981773015723019889832549493437551469480061242,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 09:10:41+00:00,0.37999993227721746,2025-03-17 02:10:41-07:00
516715,5802460671946751538636185453975614627729230853286731735057811449821051691611,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:42:41+00:00,0.06,2025-03-17 04:42:41-07:00
522895,62643694748826312587911382162440534823433709821141516597510649054633548502810,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 10:25:01+00:00,0.35,2025-03-17 03:25:01-07:00
519736,63894828884807366836211275957245556698359823645556214866812004935138375830618,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-16 13:12:06+00:00,0.116,2025-03-16 06:12:06-07:00
524147,6436214359665115810717148929293436681245885613476937891713590935932389735242,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-02-28 06:17:16+00:00,0.001,2025-02-27 22:17:16-08:00
525157,64545313588399663482682286511585103428301403511234717343459455007091083337075,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-15 16:00:49+00:00,0.7899999739299982,2025-03-15 09:00:49-07:00
524291,6456202668171707900880212750943570928813250356351945554332572852984770395210,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-16 09:13:20+00:00,0.82,2025-03-16 02:13:20-07:00
526861,65449845407755668776897976670879705991692250175624922195548093200952844680115,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 06:21:55+00:00,0.28,2025-03-16 23:21:55-07:00
524285,65482627758879803524003778479202246178420046841505286705606240559010331503838,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 10:11:21+00:00,0.28491047571025324,2025-03-17 03:11:21-07:00
526814,65961864506371256053813328069691531595710124813443748296296270747497043580971,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:24:25+00:00,0.56,2025-03-17 04:24:25-07:00
522895,66339636783489562244427406324835042611372608866942882907689045655663784195972,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:18:49+00:00,0.67,2025-03-17 04:18:49-07:00
524145,66356062315875533075062405949409720397580573066885585702377343083606583765118,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-02-28 18:42:39+00:00,0.999,2025-02-28 10:42:39-08:00
524310,6800060988333615171942817578522303119129729510028069894794248047438283072436,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 11:06:57+00:00,0.27844310832586316,2025-03-17 04:06:57-07:00
507984,68914504833157616843053838732988841773228477730246651549660144444755511574372,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2024-12-12 21:27:58+00:00,0.998,2024-12-12 13:27:58-08:00
517693,69226537548379102137110260910766942274764101034650179979960227372969528243604,0,Yes,yes,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-12 21:00:11+00:00,0.12,2025-03-12 14:00:11-07:00
521041,70920939650366426146836696994150938025168677239124917474200404356093431153260,1,No,no,2025-03-17 12:00:00+00:00,2025_03_17_open_0500_PT,2025-03-17 05:00:00-07:00,2025-03-17 10:24:31+00:00,0.85,2025-03-17 03:24:31-07:00
