condition_id,market_id_pm,request_id,prepared_block,init_block,init_tx,init_log_index
0x4c9ccd1404d105968de9b1ff3226fbafdc0b6e402a26bbcad3a84a1b62296783,525386,0xb6397890c86953d5eda4bbc0e28cbc5dde1cad291d1e2b2e1c4f8a3d357907d3,68407654,68407649,0x4e178a077884f3dbada9a71a3d040bd7f0c53e2da021c8607dd8ca5825a4ba45,654
0x3f816d82200f0198e72df1175e21d9f757e274307a5f93d075e3c14c7f9a4377,509111,0x6da851963b16f4bd39c7b0ab4f922ab3338fbaec628ec132e26afbba50f9ab5f,62788379,62788374,0x86e1f611802bdb06bc098b97690f7b58026d72263c7e3e2b4d951d647363d756,165
0x37963e2b3194455fe768cd470571640c758c049b7cda6967449a43a8bd5c835f,507894,0x65edad44163b4b81f79188b126cf0e8a9c04b041a9a43b278175a1be07448960,62226812,62226807,0xab8b1fad79943edfa08aed4fb5cc3a4661ca93c94de2f76b0a9dbc818d329181,67
0x59a3ce650dec48f8da2bbd3b07ec4920e9a58fcada76e4a6d3cba63284245ea3,525912,0x4e9382e37b1841cc021e784b580518e4b4e30f81773bdd7caa110d8256364bce,68609121,68609119,0x473fca219bbcfe045e17c3ef90e636279c97daf83eb8e4b4b429257bcc51b29b,234
0x1cdb1b16949129d7a2b9f044cc6cc6e2b13daa9a2a15e483f171fbe0f31db340,509116,0x5adb940b973a30bc6058e2aaded30588ee906e57953743228a59cb64c7c7ef3c,62788486,62788483,0x519426215145b24399e8890f694c2e66f4896dc6fb11ef7229057ab7a70f1866,210
0x305df84a4e3cdedb1a70ddec73949c64311247dbf7f41c236ee6a795dcc3d347,507895,0xd7c230bd60369c53e085956c427f536684344db33e1cd263b7358b61247c3435,62226823,62226820,0xc0447456a4af664ac004c03e58b1d4a6a0bff2f544c812a63cc44f0f3d6c11c0,133
0xbf44392afde05a6d2bd421d72bbbdbfdaff6650441dee235ba0d83414396e68e,509112,0x855b2fc4e50efbc3a6c98253278a4ef1de5e4f148f5c2e2af90d906cb3d2bc6d,62788391,62788388,0x3039432888a61dca098cb04ef605c5dc787557d2e6dc9805a23a8a55607ef270,187
0xc022fc3b994509037e6f70adbc3e40b497a6cdc11b6f308a12b3040ba9df9a28,509113,0xd4d70f6682ed41d9e85e7210771bc11a7d81f4599a28c3d1738517ea405753e2,62788421,62788417,0x135005a8d649792dbe2a9cbe9b92d72bb5cc265d0141a39974f3f4a265102c18,472
0x5d5636328cf2d2b1f0cad84989b3cdfdc69a9452522ffc7a8cfa8fb80515bec3,525533,0x8d9716f075938a99e0d9bbce0c3a8a24cfdb5395adb346447b492ba59a75a628,68608695,68608692,0x0d1720a8c7018ec490a0222829689401ee751c5da13559dc40bf355d5ec4ed86,171
0x6fd0ee23ef64263510ce90b7d39150842851a8d9b72891854be40f90f5717462,525627,0xe454a4b3a33f98d8869e26bf8bf0f3e958686c376f0896b48ef0addba4d620ec,68608697,68608694,0x89856414fe18e0387fe69bbf1b925c564ad64df4654aaed2dd25414e6867a8ec,132
0xbba16a21398862877d2ba91d7221be625b4514066580c91c6acbc32b03fe7997,507896,0x022714a1fb2ebd7846cfb40b222183013009da2014cd884f36a019ad5d63dcdb,62226833,62226831,0xd5420d08818c00209915612a00b7c61bb42a2cac393d3609c149214cb0638910,39
0x2f4d4813b59746d5ced985170530331befb399a25acc8540061e0ac8224c9aa2,509115,0xebcd1acb21002a72051e5c5fd0289e01c72fc8e567e303f9dfbcc257e3baf599,62788464,62788458,0x50052fc507245b7d12733cfc6ebef680c05d47a5ec6c486aa760fada05f71938,646
0xcb8162298a401d327612bccf5a784109894c45dbe51f8b2abaf006a964d2802a,525529,0x569108cfb6d3dabce29c1637bd65841456540fbeb5f789202d12fbf7c1a65530,68608635,68608630,0x403c04bbb184c57ef00df5bfecea812454b96fc855401a2bff75af48c9bb5e05,705
0xb6154cde7563e65dcaac821b784ea0b858a4d4c992c733bb69abdbb1ff9acd47,525623,0x18b416565853ecf135422c5775ac6f0bc32aa22d8370334ec09e5e9ebe3e5c69,68608634,68608630,0xda13368221efcde10dc5d20b94880642743e4f79589a7be6b9b21d53cb2da31f,698
0x582b0ea6bd8c5bb2bfeefd34b2f87b79ce133b12bd4c71c3542f3ea6a35d5ba4,525372,0xe4557c43df046fe6022058f4c07553a9367c6d46a8d7abf0c37faccb3c11628f,68406989,68406985,0x1886ba8083ac0563f1291da999d347fb2317724db8e3b45ba2e7985318a2857e,246
0xebfda84c91d3dafde3f49bd132aadc9e762b88023021806e7345cd526fc7e1fa,516723,0x4dd53c9b0d616686cea42b92e8886696ea98740d1b249052e6d3b801de11ca77,66079547,66079539,0xa1daedf4b2b78ff50631a8bf5c2a18a69623cba3a1739065cfc7461e13b1343a,90
0x8e9b6942b4dac3117dadfacac2edb390b6d62d59c14152774bb5fcd983fc134e,516724,0xef6971601b767913c85fd9dd595ea3e73c561df29533e6eb8d9273c0ec10cbb2,66079564,66079559,0xddc65bdbecf03c40a168774b77edb088b434203ba9d2cc0b7fa0f49a50412009,127
0x05af636e0989accb08334a74f69e5368e0aa28fe498fd16a3ca991e6dc5ae2cc,516725,0x8b77dbf0e57a1c31eb3dbc187132706ec0cbc98a1f38083017a4366eb4917d0f,66079576,66079571,0x4669c2b0760c2f4711cdbddbd92bcd5b9edcba1177864ce7e03f00d3b48c0abd,205
0x6df2f2ca434b5bacaef33d6b24edf42845199f4f794e66580de2d2c880a25275,516726,0x9cf39e79b6cd47e9fabcafcef10d0f49528ca3328caf091ff3b696ed1258d5be,66079585,66079581,0xed4486d816c2dd8327a651ce09b160d2cb0691b6a0834e71ff77aeaf08b63a77,337
0xc2846f35e85eb09a094edbd4e93e345d3c682dc0436615adc27122222fccbd81,516727,0xdf1c35d58be927accc754bf40f80fd470f1cdc180a9b7a18d76e33eb184cd976,66079598,66079592,0x4d104d6ae0efd1676b7e20dc9d0a73994fd8fdde655c85b35e7b724cbebdf32d,236
0x6ee22365b6602d928aa7136f549cc0d718bb16b044a6d15191041b84b5f1f43d,516728,0x47f7b59cf1fef3097e5d68a70c83b82120748bc17b2426fb9e29396134c34c93,66079633,66079628,0x830f2b72b68a09044ff5c47323bdfd998904d9f3e4ad17b0374d2d2d8c5c9499,137
0x37100ed3560699c48d90a027e65da10a04e395785b598289163e3bbfdaca99e6,516731,0x033b2dbd0328eea8a2a302be05efbc501aaf3312be1bec02404fbb49745ec831,66079652,66079648,0x9af077412261e3911bc0e359b688ef77ea648bf1729c48023d81ab5a2bd38611,97
0xf4d03ce9ce65ea06654f23e26dead828005511d65bb650cd5a9dc77891406d12,516730,0xb9c9f7d9d6ffc8464777f8e52c171b21abf668e1c4c5730e157aedbc58089b61,66079665,66079661,0x8633c336bcfe2cf51e1cba45f34cca096b85f8c8d46bb7dc3df37b6d26cc032d,107
0xe03d57b46639f895cd964478206dcd03c1ff4c243a9ccd73a24952cd44669591,528684,0xd6aa378faf1adf32f8952ac4cb7529c4894ac57fe461ab42716f4218649ca5a7,69174262,69174259,0xca9342008afce749076b7b0540e379f69d65bf5076a9b0e0af05879d5460544e,220
0x51f7452fddea310ba15955cfa8fa21419335b16f8310074e43f48c4856d7e0b8,517585,0x86676ad840003b8b78566dd57e8700bf546b778bca04a8631946cb5fed3d4cfe,66379767,66379763,0xc63aa91e68820aa0fc368d5cc0ea7106283d850ce010383f04b8146a7346e887,133
0xc1a5352b767a581a9840feebc0d0b71f0034c9fcc14b5ad74431d6c95e50796d,517589,0x2e2fca7a3f3897affbfccd9db6e48c7dbadf2f845629d1a253dfb690794f43aa,66380003,66379997,0xe3c528366cdad2060cbf124fb667068b5763be9d0cae4a6908a1ab4006e4a9ef,124
0xae6dab898b0531faf72bf9f09517538249131850cfe48b309f7f91124411c380,517586,0x69b80f7e2712482da6a199b69818c956e8fe35313f8ab000e4f62170047df709,66379783,66379778,0xf0178ed7bc236dbb2b77fdb3b243c44f1c0016aeacce96920527dea5fddcede0,240
0x88e1379369e64f6a3fff8e0da42a136862e227eb516977832e04511bd778e8b8,528688,0xa44dc4ed8ff85ad18d8899fb26526718bbf3cf7711a8fa628b160c4ea8edbfbb,69174321,69174318,0xbb84e17d3bf071669ff3f61db82b2e76f3ece26868dd6312182beeebd807c848,133
0xa8ad29b208d9b2e79c4ae9cd22a85c8b875ced0a1fd6eab6f00a92055d603be2,517588,0xffb15fef36fcc79101456446148a4c5dc16a651880a1c15d191e19e4012db226,66379985,66379977,0x546bc0c014ff2c48e102323d6f75c8a4a007b983febaa0558cd5b5c74d97007e,516
0x7b94d6cef097f44d4f2327f2777b0c3f79048d25dad50bd9e752c7ea3fb80acc,517590,0x9d1a0062e411d71170a4409fa89dceb101a91576a241101d2f3b9269c8cca18c,66380016,66380012,0xe8af9ff6d4bff1868b0e8a8a7b3ac0f0767b46eaa5a2c80b3f3b0a8df2d76c8a,614
0xec0a4d2952cb62ca55e16a4ad879aae5c988309f71a8f16fc3c65fe0a8df52d4,543259,0xf0705fde486b645c9d11cc7e2fdd40dcbd949ba65d1b2c82105ec2a554e4c2df,71352618,71352618,0x2d850f165a3cba0a6edfa56dd9ce1440a674ee24058872202ca88dac633aea1c,5
0x60e541066412fd81be728abbbdcf8128f4d2bb70d18f8c66a276bc75707e99f3,543274,0xad06df5862e1a802343f65f53819d516ab714b8dcde042f57383261e7daa1747,71352700,71352700,0x1806c6a3e6cad40134c90af254913dcf2b5f6b16d9b88bd6ac3dd702bbcb572c,23
0xc984e72be5b7445bac6319af55b23873d156590da74e68ef21be6fc8d5ae6499,543272,0x21667a83d9df9bdb32a1fe257f74f36fae7d19103d27c3139750375fac645c3b,71352689,71352689,0x776f19a59d75bad0210c6165651ed16c4fd19428f693f203904ecaba1a23a671,17
0xf690d66f5e516216fa145f1578f95b5897678be255127ebe390c2b51d8656bdb,543263,0x1e339ec08d6072b27fda5364af65fc1facf7356133a20ec3f6243371b7d2baee,71352640,71352640,0x872ad6f3a05d21a97776aece9bad4f7fe7f39ef06aaafb44f4a97cb09ea2d88b,23
0x961ee2529ff3c3b27a9b7dc424c1d7046f52bdd5b4ae38bd74ae65f0838fabaa,514172,0x6b86ca548e635cfa0a5b7b88fd9a0a717eb74a010888f219ab210fc25be0ab38,64770551,64770548,0xa7c2565e593e584c9b0b796536d9889e121549ec4051f36c16278afd126c63f1,183
0x5ab99b5c84e83438d0919125c4bb9fa883fb5238388b2803aa998f434a073dec,514184,0xd15779dcc39dbeaf6bfa71fb8a516200775dfb4d0bbc12496d08e8935f4b1f1b,64770632,64770627,0x85258bb84fb3443be0d35fa9752ce6f0b3f2b89aee2d5c7a005c854abb154d5a,269
0xda8ebb9d7998b0e37f912b78d8f71a9e36b8a8b5b2afff4bb1f8106e29ae0604,551143,0x6e00495a7d36bb94f2f096be15ce2f4f1ed2e7f465637742725884212b116151,72577914,72577914,0x097e27eadc423450f0d9a735db98b71b8875b57f8a9feb2eaeaa9a8b29a3eb70,5
0xd35959d5208eda42fce49fd5b752380dee17813a98c96d87308ed8a324608a4e,543258,0xc0052207fbace3fcbcb61b5c65bbe5b61abd8eab244f9e4e1d085186b0db99c3,71352613,71352612,0x66a11a716b7bbec0266c211975e63ce83d745eabcfbd925aa1ae40493af2b4f4,8
0x73f531e7088e7da29626e152d60566aa71a4a078b6ae6b7215577a963edc376c,514181,0xde9cc83de5e11d518f9ba48bce90816bfe948ebb2d710a6c1ae15d2a30ab86e3,64770561,64770557,0xd64bd0e345ac940f635f4f293da0fe59bf13baea3825061544b6baffc8a46c92,180
0x9ec056d5b1c7793835a46928ca3db97f1df589765e099964b04215d12db65250,543261,0x7e5c4d176ee7e93249384aca90bf25ce361bfff7b5585eea9998e13525044538,71352629,71352629,0x9a82021e605c8233030f563246527be3e8b5e285ee85b98b6d9c79fb5604e79a,21
0x027eeeaba097b5f3b166eace64668b2e6b327acc7c6b314ae5f03b33b51425e7,551137,0xedc68240d252c0e432f3e49847ad97915930d26fc857f70a3c638577cceb53c1,72577882,72577882,0x0ba11c5c11a675fc4ba70af0a33ce76c55a397d6fb06bbe00eee6504591305bb,9
0xaf2193cd6b091db90642fb9b9fd7f3c4a1c280373357081ec68c9841e864b207,543260,0xb60fe589fb727cede739e7db81b6c1a0e6efb862a76bcd7857ef50e771a17f81,71352623,71352623,0x0653ab36123a36266e8d1203e545f7aa9ce163e1baabd8aeaad057d3f1879ada,8
