platform,category,market_key,event_key,status,volume,liquidity_or_oi,created_at,end_date,title,yes_sub_title,no_sub_title,slug
kalshi,direct_housing_data,FRM-23JAN19-T6.1,FRM-23JAN19,finalized,1443.0,1163.0,2023-01-13 06:40:54.483712-08:00,2023-01-19 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.1%?,Above 6.1%,6.1% or below,
kalshi,direct_housing_data,FRM-22SEP01-T5.30,FRM-22SEP01,finalized,1422.0,1397.0,2022-08-26 06:40:04.799042-07:00,2022-09-01 06:55:00-07:00,Will the **30-Year Fixed Rate Mortgage** rate be above 5.30%?,Above 5.30%,5.30% or below,
kalshi,direct_housing_data,FRM-21OCT28-T3.09,FRM-21OCT28,finalized,1411.0,561.0,2021-10-21 07:06:11.285783-07:00,2021-10-27 17:00:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 3.09% for the week ending October 28?,Above 3.09%%,3.09%% or below,
kalshi,direct_housing_data,FRM-23JAN19-T6.3,FRM-23JAN19,finalized,1410.0,910.0,2023-01-13 06:40:54.483712-08:00,2023-01-19 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.3%?,Above 6.3%,6.3% or below,
kalshi,direct_housing_data,FRM-22OCT20-T6.80,FRM-22OCT20,finalized,1410.0,773.0,2022-10-14 06:27:40.260542-07:00,2022-10-20 06:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.80%?,Above 6.80%,6.80% or below,
kalshi,direct_housing_data,FRM-22MAY26-T5.25,FRM-22MAY26,finalized,1402.0,899.0,2022-05-21 06:59:24.174938-07:00,2022-05-26 06:55:00-07:00,Will the **30-Year Fixed Rate Mortgage** rate be above 5.25%?,Above 5.25%%,5.25%% or below,
kalshi,direct_housing_data,FRM-23JAN26-T6.1,FRM-23JAN26,finalized,1387.0,1274.0,2023-01-20 06:46:07.927579-08:00,2023-01-26 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.1%?,Above 6.1%,6.1% or below,
kalshi,direct_housing_data,FRM-22OCT27-T7.15,FRM-22OCT27,finalized,1383.0,594.0,2022-10-21 06:12:49.103153-07:00,2022-10-27 06:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.15%?,Above 7.15%,7.15% or below,
kalshi,direct_housing_data,FRM-23JUN08-T6.7,FRM-23JUN08,finalized,1364.0,930.0,2023-06-02 06:37:41.187659-07:00,2023-06-08 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-22OCT27-T6.95,FRM-22OCT27,finalized,1361.0,1186.0,2022-10-21 06:12:49.103153-07:00,2022-10-27 06:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.95%?,Above 6.95%,6.95% or below,
kalshi,direct_housing_data,FRM-23JAN12-T6.50,FRM-23JAN12,finalized,1278.0,1178.0,2023-01-06 06:46:02.448982-08:00,2023-01-12 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.50%?,Above 6.50%,6.50% or below,
kalshi,direct_housing_data,FRM-23FEB09-T6.1,FRM-23FEB09,finalized,1268.0,1168.0,2023-02-03 06:37:10.382504-08:00,2023-02-09 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.1%?,Above 6.1%,6.1% or below,
kalshi,direct_housing_data,FRM-22AUG11-T4.90,FRM-22AUG11,finalized,1248.0,1248.0,2022-08-05 06:44:41.798243-07:00,2022-08-11 06:55:00-07:00,Will the **30-Year Fixed Rate Mortgage** rate be above 4.90%?,Above 4.90%,4.90% or below,
kalshi,direct_housing_data,FRM-22DEC15-T6.10,FRM-22DEC15,finalized,1245.0,849.0,2022-12-12 06:54:56.511984-08:00,2022-12-15 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.10%?,Above 6.10%,6.10% or below,
kalshi,direct_housing_data,FRM-21SEP23-T2.86,FRM-21SEP23,finalized,1233.0,619.0,2021-09-20 14:30:59.042764-07:00,2021-09-22 17:00:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 2.86%?,Above 2.86%%,2.86%% or below,
kalshi,direct_housing_data,FRMMAX-24MAR28-P7.2,FRMMAX-24MAR28,finalized,1218.0,617.0,2024-01-04 08:19:41.709049-08:00,2024-03-28 06:55:00-07:00,"Will the 30-year fixed rate mortgage rate reach above 7.2% by March 28, 2024?",Above 7.2%,7.2% or below,
kalshi,direct_housing_data,FRM-22SEP22-T5.90,FRM-22SEP22,finalized,1217.0,710.0,2022-09-16 06:18:57.582817-07:00,2022-09-22 06:55:00-07:00,Will the **30-Year Fixed Rate Mortgage** rate be above 5.90%?,Above 5.90%,5.90% or below,
kalshi,direct_housing_data,FRM-23APR27-T6.4,FRM-23APR27,finalized,1211.0,565.0,2023-04-21 06:37:33.269074-07:00,2023-04-27 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.4%?,Above 6.4%,6.4% or below,
kalshi,direct_housing_data,FRM-22OCT13-T6.90,FRM-22OCT13,finalized,1177.0,457.0,2022-10-08 06:37:25.028669-07:00,2022-10-13 06:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.90%?,Above 6.90%,6.90% or below,
kalshi,direct_housing_data,FRM-23FEB02-T6.1,FRM-23FEB02,finalized,1151.0,881.0,2023-01-27 06:42:30.266807-08:00,2023-02-02 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.1%?,Above 6.1%,6.1% or below,
kalshi,direct_housing_data,FRM-22SEP22-T5.95,FRM-22SEP22,finalized,1124.0,496.0,2022-09-16 06:18:57.582817-07:00,2022-09-22 06:55:00-07:00,Will the **30-Year Fixed Rate Mortgage** rate be above 5.95%?,Above 5.95%,5.95% or below,
kalshi,direct_housing_data,FRM-22OCT27-T6.90,FRM-22OCT27,finalized,1115.0,788.0,2022-10-21 06:12:49.103153-07:00,2022-10-27 06:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.90%?,Above 6.90%,6.90% or below,
kalshi,direct_housing_data,FRM-22SEP29-T6.25,FRM-22SEP29,finalized,1097.0,894.0,2022-09-23 06:25:15.755269-07:00,2022-09-29 06:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.25%?,Above 6.25%,6.25% or below,
kalshi,direct_housing_data,FRM-22SEP29-T6.40,FRM-22SEP29,finalized,1082.0,922.0,2022-09-23 06:25:15.755269-07:00,2022-09-29 06:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.40%?,Above 6.40%,6.40% or below,
kalshi,direct_housing_data,FRM-23JAN26-T6.0,FRM-23JAN26,finalized,1050.0,1050.0,2023-01-20 06:46:07.927579-08:00,2023-01-26 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.0%?,Above 6.0%,6.0% or below,
kalshi,direct_housing_data,FRM-22OCT06-T7.10,FRM-22OCT06,finalized,1048.0,1048.0,2022-09-30 06:22:47.163514-07:00,2022-10-06 06:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.10%?,Above 7.10%,7.10% or below,
kalshi,direct_housing_data,FRM-22SEP29-T6.30,FRM-22SEP29,finalized,1040.0,794.0,2022-09-23 06:25:15.755269-07:00,2022-09-29 06:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.30%?,Above 6.30%,6.30% or below,
kalshi,direct_housing_data,FRM-22JUN30-T6.00,FRM-22JUN30,finalized,1036.0,1036.0,2022-06-24 06:13:41.828521-07:00,2022-06-30 06:55:00-07:00,Will the **30-Year Fixed Rate Mortgage** rate be above 6.00%?,Above 6.00%%,6.00%% or below,
kalshi,direct_housing_data,FRM-22JUL14-T5.70,FRM-22JUL14,finalized,1024.0,1000.0,2022-07-08 06:27:32.675702-07:00,2022-07-14 06:55:00-07:00,Will the **30-Year Fixed Rate Mortgage** rate be above 5.70%?,Above 5.70%%,5.70%% or below,
kalshi,direct_housing_data,FRM-22SEP29-T6.50,FRM-22SEP29,finalized,1012.0,573.0,2022-09-23 06:25:15.755269-07:00,2022-09-29 06:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.50%?,Above 6.50%,6.50% or below,
kalshi,direct_housing_data,FRM-22DEC15-T6.30,FRM-22DEC15,finalized,1004.0,842.0,2022-12-12 06:54:56.511984-08:00,2022-12-15 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.30%?,Above 6.30%,6.30% or below,
kalshi,direct_housing_data,FRM-23JUN15-T6.7,FRM-23JUN15,finalized,950.0,663.0,2023-06-09 06:37:35.216945-07:00,2023-06-15 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-22AUG11-T5.10,FRM-22AUG11,finalized,915.0,582.0,2022-08-05 06:44:41.798250-07:00,2022-08-11 06:55:00-07:00,Will the **30-Year Fixed Rate Mortgage** rate be above 5.10%?,Above 5.10%,5.10% or below,
kalshi,direct_housing_data,FRM-22MAY12-T5.32,FRM-22MAY12,finalized,897.0,734.0,2022-05-10 06:31:49.788863-07:00,2022-05-12 06:55:00-07:00,Will the **30-Year Fixed Rate Mortgage** rate be above 5.32%?,Above 5.32%%,5.32%% or below,
kalshi,direct_housing_data,FRM-23MAR02-T6.6,FRM-23MAR02,finalized,890.0,413.0,2023-02-24 06:31:48.160301-08:00,2023-03-02 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.6%?,Above 6.6%,6.6% or below,
kalshi,direct_housing_data,FRMMAX-24JUN27-P7.6,FRMMAX-24JUN27,finalized,885.0,298.0,2024-03-25 08:48:10.549891-07:00,2024-06-27 06:55:00-07:00,"Will the 30-year fixed rate mortgage rate reach above 7.6% by June 27, 2024?",Above 7.6%,7.6% or below,
kalshi,direct_housing_data,FRM-23MAR02-T6.4,FRM-23MAR02,finalized,876.0,851.0,2023-02-24 06:31:48.160301-08:00,2023-03-02 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.4%?,Above 6.4%,6.4% or below,
kalshi,direct_housing_data,FRM-23MAR23-T6.5,FRM-23MAR23,finalized,871.0,574.0,2023-03-17 06:40:18.634238-07:00,2023-03-23 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-22JUL21-T5.55,FRM-22JUL21,finalized,867.0,729.0,2022-07-15 06:30:57.013393-07:00,2022-07-21 06:55:00-07:00,Will the **30-Year Fixed Rate Mortgage** rate be above 5.55%?,Above 5.55%%,5.55%% or below,
kalshi,direct_housing_data,FRM-22SEP08-T5.70,FRM-22SEP08,finalized,815.0,682.0,2022-09-03 05:47:15.801513-07:00,2022-09-08 06:55:00-07:00,Will the **30-Year Fixed Rate Mortgage** rate be above 5.70%?,Above 5.70%,5.70% or below,
kalshi,direct_housing_data,FRM-23APR20-T6.3,FRM-23APR20,finalized,797.0,628.0,2023-04-14 06:37:29.511965-07:00,2023-04-20 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.3%?,Above 6.3%,6.3% or below,
kalshi,direct_housing_data,FRMMAX-24SEP26-P7.2,FRMMAX-24SEP26,finalized,790.0,709.0,2024-06-20 08:16:13.713420-07:00,2024-09-26 06:55:00-07:00,"Will the 30-year fixed rate mortgage rate reach above 7.2% by September 26, 2024?",Above 7.2%,7.2% or below,
kalshi,direct_housing_data,FRM-22SEP01-T5.60,FRM-22SEP01,finalized,785.0,493.0,2022-08-26 06:40:04.799052-07:00,2022-09-01 06:55:00-07:00,Will the **30-Year Fixed Rate Mortgage** rate be above 5.60%?,Above 5.60%,5.60% or below,
kalshi,direct_housing_data,FRM-23AUG17-T7.0,FRM-23AUG17,finalized,783.0,737.0,2023-08-11 06:37:21.580288-07:00,2023-08-17 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.0%?,Above 7.0%,7.0% or below,
kalshi,direct_housing_data,FRM-22SEP01-T5.40,FRM-22SEP01,finalized,775.0,735.0,2022-08-26 06:40:04.799047-07:00,2022-09-01 06:55:00-07:00,Will the **30-Year Fixed Rate Mortgage** rate be above 5.40%?,Above 5.40%,5.40% or below,
kalshi,direct_housing_data,FRM-22NOV10-T6.95,FRM-22NOV10,finalized,733.0,474.0,2022-11-04 06:20:21.246236-07:00,2022-11-10 06:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.95%?,Above 6.95%,6.95% or below,
kalshi,direct_housing_data,FRM-23JUN15-T6.8,FRM-23JUN15,finalized,724.0,430.0,2023-06-09 06:37:35.216946-07:00,2023-06-15 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.8%?,Above 6.8%,6.8% or below,
kalshi,direct_housing_data,FRM-23MAR09-T6.7,FRM-23MAR09,finalized,723.0,590.0,2023-03-03 06:32:04.997906-08:00,2023-03-09 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-23JUL20-T6.9,FRM-23JUL20,finalized,708.0,708.0,2023-07-14 06:37:35.135270-07:00,2023-07-20 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.9%?,Above 6.9%,6.9% or below,
kalshi,direct_housing_data,FRM-23AUG31-T7.1,FRM-23AUG31,finalized,682.0,523.0,2023-08-25 06:37:19.230927-07:00,2023-08-31 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.1%?,Above 7.1%,7.1% or below,
kalshi,direct_housing_data,FRMMIN-24MAR28-P6.0,FRMMIN-24MAR28,finalized,667.0,498.0,2024-01-04 08:18:38.314669-08:00,2024-03-28 06:55:00-07:00,"Will the 30-year fixed rate mortgage rate reach below 6.0% by March 28, 2024?",Below 6.0%,6.0% or above,
kalshi,direct_housing_data,FRM-23JUN29-T6.6,FRM-23JUN29,finalized,662.0,652.0,2023-06-23 06:37:32.869129-07:00,2023-06-29 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.6%?,Above 6.6%,6.6% or below,
kalshi,direct_housing_data,FRM-23FEB02-T6.0,FRM-23FEB02,finalized,650.0,450.0,2023-01-27 06:42:30.266807-08:00,2023-02-02 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.0%?,Above 6.0%,6.0% or below,
kalshi,direct_housing_data,FRM-23NOV09-T7.6,FRM-23NOV09,finalized,638.0,638.0,2023-11-03 06:37:20.766180-07:00,2023-11-09 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.6%?,Above 7.6%,7.6% or below,
kalshi,direct_housing_data,FRM-23MAR16-T6.8,FRM-23MAR16,finalized,628.0,444.0,2023-03-10 08:06:45.275074-08:00,2023-03-16 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.8%?,Above 6.8%,6.8% or below,
kalshi,direct_housing_data,FRM-22DEC01-T6.65,FRM-22DEC01,finalized,614.0,14.0,2022-11-25 06:24:41.159958-08:00,2022-12-01 06:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.65%?,Above 6.65%,6.65% or below,
kalshi,direct_housing_data,FRM-23MAY18-T6.5,FRM-23MAY18,finalized,607.0,607.0,2023-05-12 06:37:24.417614-07:00,2023-05-18 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-23OCT12-T7.6,FRM-23OCT12,finalized,601.0,501.0,2023-10-06 06:37:22.535247-07:00,2023-10-12 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.6%?,Above 7.6%,7.6% or below,
kalshi,direct_housing_data,FRM-23SEP07-T7.3,FRM-23SEP07,finalized,577.0,375.0,2023-09-01 06:37:12.437184-07:00,2023-09-07 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.3%?,Above 7.3%,7.3% or below,
kalshi,direct_housing_data,FRM-23JAN26-T6.3,FRM-23JAN26,finalized,560.0,555.0,2023-01-20 06:46:07.927579-08:00,2023-01-26 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.3%?,Above 6.3%,6.3% or below,
kalshi,direct_housing_data,FRM-23JUN29-T6.7,FRM-23JUN29,finalized,545.0,327.0,2023-06-23 06:37:32.869129-07:00,2023-06-29 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRMMAX-23DEC28-P7.6,FRMMAX-23DEC28,finalized,541.0,447.0,2023-10-03 14:31:01.768655-07:00,2023-10-20 05:59:11.144292-07:00,"Will the 30-year fixed rate mortgage rate reach above 7.6% by December 28, 2023?",Above 7.6%,7.6% or below,
kalshi,direct_housing_data,FRM-23APR13-T6.3,FRM-23APR13,finalized,541.0,216.0,2023-04-07 06:37:31.605863-07:00,2023-04-13 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.3%?,Above 6.3%,6.3% or below,
kalshi,direct_housing_data,FRM-23FEB16-T6.2,FRM-23FEB16,finalized,510.0,510.0,2023-02-10 07:00:35.977612-08:00,2023-02-16 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.2%?,Above 6.2%,6.2% or below,
kalshi,direct_housing_data,FRM-22DEC29-T6.30,FRM-22DEC29,finalized,510.0,510.0,2022-12-26 06:52:43.205478-08:00,2022-12-29 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.30%?,Above 6.30%,6.30% or below,
kalshi,direct_housing_data,FRM-23OCT19-T7.7,FRM-23OCT19,finalized,500.0,500.0,2023-10-13 06:37:30.729185-07:00,2023-10-19 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.7%?,Above 7.7%,7.7% or below,
kalshi,direct_housing_data,FRM-23JUL27-T6.8,FRM-23JUL27,finalized,496.0,476.0,2023-07-21 06:37:25.371362-07:00,2023-07-27 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.8%?,Above 6.8%,6.8% or below,
kalshi,direct_housing_data,FRM-23FEB09-T6.2,FRM-23FEB09,finalized,488.0,488.0,2023-02-03 06:37:10.382504-08:00,2023-02-09 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.2%?,Above 6.2%,6.2% or below,
kalshi,direct_housing_data,FRM-22SEP29-T6.35,FRM-22SEP29,finalized,470.0,278.0,2022-09-23 06:25:15.755269-07:00,2022-09-29 06:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.35%?,Above 6.35%,6.35% or below,
kalshi,direct_housing_data,FRM-23MAR09-T6.5,FRM-23MAR09,finalized,463.0,463.0,2023-03-03 06:32:04.997905-08:00,2023-03-09 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-23JUL27-T6.7,FRM-23JUL27,finalized,460.0,321.0,2023-07-21 06:37:25.371362-07:00,2023-07-27 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-23MAY04-T6.4,FRM-23MAY04,finalized,458.0,253.0,2023-04-28 06:37:24.486533-07:00,2023-05-04 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.4%?,Above 6.4%,6.4% or below,
kalshi,direct_housing_data,FRM-23APR06-T6.4,FRM-23APR06,finalized,438.0,350.0,2023-03-31 06:37:27.092651-07:00,2023-04-06 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.4%?,Above 6.4%,6.4% or below,
kalshi,direct_housing_data,FRMMAX-24MAR28-P7.4,FRMMAX-24MAR28,finalized,436.0,390.0,2024-01-04 08:19:41.709049-08:00,2024-03-28 06:55:00-07:00,"Will the 30-year fixed rate mortgage rate reach above 7.4% by March 28, 2024?",Above 7.4%,7.4% or below,
kalshi,direct_housing_data,FRM-23APR06-T6.3,FRM-23APR06,finalized,430.0,190.0,2023-03-31 06:37:27.092651-07:00,2023-04-06 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.3%?,Above 6.3%,6.3% or below,
kalshi,direct_housing_data,FRM-24FEB08-T6.8,FRM-24FEB08,finalized,425.0,425.0,2024-02-02 03:01:22.172203-08:00,2024-02-08 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.8%?,Above 6.8%,6.8% or below,
kalshi,direct_housing_data,FRM-22SEP08-T5.60,FRM-22SEP08,finalized,425.0,400.0,2022-09-03 05:47:15.801509-07:00,2022-09-08 06:55:00-07:00,Will the **30-Year Fixed Rate Mortgage** rate be above 5.60%?,Above 5.60%,5.60% or below,
kalshi,direct_housing_data,FRM-24FEB01-T6.7,FRM-24FEB01,finalized,411.0,411.0,2024-01-26 03:01:34.771619-08:00,2024-02-01 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-22SEP29-T6.45,FRM-22SEP29,finalized,411.0,245.0,2022-09-23 06:25:15.755269-07:00,2022-09-29 06:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.45%?,Above 6.45%,6.45% or below,
kalshi,direct_housing_data,FRM-23FEB02-T6.3,FRM-23FEB02,finalized,406.0,300.0,2023-01-27 06:42:30.266807-08:00,2023-02-02 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.3%?,Above 6.3%,6.3% or below,
kalshi,direct_housing_data,FRM-24JAN11-T6.6,FRM-24JAN11,finalized,402.0,402.0,2024-01-05 03:01:24.079854-08:00,2024-01-11 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.6%?,Above 6.6%,6.6% or below,
kalshi,direct_housing_data,FRM-23OCT26-T7.8,FRM-23OCT26,finalized,400.0,350.0,2023-10-20 06:37:27.812779-07:00,2023-10-26 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.8%?,Above 7.8%,7.8% or below,
kalshi,direct_housing_data,FRM-23JUN01-T6.7,FRM-23JUN01,finalized,383.0,378.0,2023-05-26 06:37:27.280318-07:00,2023-06-01 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-23FEB23-T6.5,FRM-23FEB23,finalized,377.0,189.0,2023-02-17 06:34:55.433142-08:00,2023-02-23 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-24FEB08-T6.7,FRM-24FEB08,finalized,374.0,374.0,2024-02-02 03:01:22.172203-08:00,2024-02-08 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-23JUL27-T6.9,FRM-23JUL27,finalized,364.0,364.0,2023-07-21 06:37:25.371362-07:00,2023-07-27 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.9%?,Above 6.9%,6.9% or below,
kalshi,direct_housing_data,FRM-23JUN08-T6.6,FRM-23JUN08,finalized,364.0,304.0,2023-06-02 06:37:41.187659-07:00,2023-06-08 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.6%?,Above 6.6%,6.6% or below,
kalshi,direct_housing_data,FRM-23JAN26-T6.2,FRM-23JAN26,finalized,356.0,337.0,2023-01-20 06:46:07.927579-08:00,2023-01-26 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.2%?,Above 6.2%,6.2% or below,
kalshi,direct_housing_data,FRM-23MAY04-T6.5,FRM-23MAY04,finalized,353.0,295.0,2023-04-28 06:37:24.486533-07:00,2023-05-04 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-23MAR30-T6.3,FRM-23MAR30,finalized,337.0,292.0,2023-03-24 06:37:34.166434-07:00,2023-03-30 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.3%?,Above 6.3%,6.3% or below,
kalshi,direct_housing_data,FRM-23OCT05-T7.4,FRM-23OCT05,finalized,308.0,248.0,2023-09-29 06:37:53.705441-07:00,2023-10-05 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.4%?,Above 7.4%,7.4% or below,
kalshi,direct_housing_data,FRM-23FEB16-T6.3,FRM-23FEB16,finalized,301.0,201.0,2023-02-10 07:00:35.977612-08:00,2023-02-16 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.3%?,Above 6.3%,6.3% or below,
kalshi,direct_housing_data,FRM-23DEC14-T6.9,FRM-23DEC14,finalized,300.0,300.0,2023-12-08 06:37:17.943636-08:00,2023-12-14 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.9%?,Above 6.9%,6.9% or below,
kalshi,direct_housing_data,FRM-23JAN05-T6.3,FRM-23JAN05,finalized,300.0,300.0,2022-12-30 06:57:38.823780-08:00,2023-01-05 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.3%?,Above 6.3%,6.3% or below,
kalshi,direct_housing_data,FRMMAX-23DEC28-P7.4,FRMMAX-23DEC28,finalized,288.0,288.0,2023-10-03 14:31:01.768654-07:00,2023-10-06 12:24:06.472609-07:00,"Will the 30-year fixed rate mortgage rate reach above 7.4% by December 28, 2023?",Above 7.4%,7.4% or below,
kalshi,direct_housing_data,FRM-23APR20-T6.2,FRM-23APR20,finalized,284.0,254.0,2023-04-14 06:37:29.511965-07:00,2023-04-20 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.2%?,Above 6.2%,6.2% or below,
kalshi,direct_housing_data,FRMMIN-23DEC28-N6.2,FRMMIN-23DEC28,finalized,266.0,210.0,2023-10-03 14:37:14.620045-07:00,2023-12-28 06:55:00-08:00,"Will the 30-year fixed rate mortgage rate reach below 6.2% by December 28, 2023?",Below 6.2%,6.2% or above,
kalshi,direct_housing_data,FRM-23AUG10-T7.0,FRM-23AUG10,finalized,266.0,254.0,2023-08-04 06:37:13.448171-07:00,2023-08-10 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.0%?,Above 7.0%,7.0% or below,
kalshi,direct_housing_data,FRM-23JUN08-T6.8,FRM-23JUN08,finalized,261.0,236.0,2023-06-02 06:37:41.187659-07:00,2023-06-08 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.8%?,Above 6.8%,6.8% or below,
kalshi,direct_housing_data,FRM-23NOV09-T7.7,FRM-23NOV09,finalized,255.0,255.0,2023-11-03 06:37:20.766180-07:00,2023-11-09 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.7%?,Above 7.7%,7.7% or below,
kalshi,direct_housing_data,FRM-23AUG24-T7.2,FRM-23AUG24,finalized,255.0,255.0,2023-08-18 06:37:16.386393-07:00,2023-08-24 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.2%?,Above 7.2%,7.2% or below,
kalshi,direct_housing_data,FRM-23JUN15-T6.9,FRM-23JUN15,finalized,250.0,250.0,2023-06-09 06:37:35.216946-07:00,2023-06-15 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.9%?,Above 6.9%,6.9% or below,
