ticker,cutoff_utc,cutoff_label,cutoff_local,trade_ts_utc,price,source_trade_ts_local
KXNOBELPEACE-25-VZEL,2025-03-22 00:00:00+00:00,2025_03_21_close_1700_PT,2025-03-21 17:00:00-07:00,2025-03-20 22:07:44.098391+00:00,0.18,2025-03-20 15:07:44.098391-07:00
KXPRESVISIT-26-RU,2025-03-22 00:00:00+00:00,2025_03_21_close_1700_PT,2025-03-21 17:00:00-07:00,2025-03-21 15:00:03.271757+00:00,0.32,2025-03-21 08:00:03.271757-07:00
KXPRESVISIT-26-UKR,2025-03-22 00:00:00+00:00,2025_03_21_close_1700_PT,2025-03-21 17:00:00-07:00,2025-03-20 22:41:35.221342+00:00,0.18,2025-03-20 15:41:35.221342-07:00
KXSECSTATEVISIT-26-RUS,2025-03-22 00:00:00+00:00,2025_03_21_close_1700_PT,2025-03-21 17:00:00-07:00,2025-03-20 09:32:59.860002+00:00,0.71,2025-03-20 02:32:59.860002-07:00
KXUKRAINERESIGN-26,2025-03-22 00:00:00+00:00,2025_03_21_close_1700_PT,2025-03-21 17:00:00-07:00,2025-03-21 21:41:34.324739+00:00,0.24,2025-03-21 14:41:34.324739-07:00
KXUKRIMPEACH-26,2025-03-22 00:00:00+00:00,2025_03_21_close_1700_PT,2025-03-21 17:00:00-07:00,2025-03-21 19:25:54.573811+00:00,0.13,2025-03-21 12:25:54.573811-07:00
KXUSAMBNATO-25-APR,2025-03-22 00:00:00+00:00,2025_03_21_close_1700_PT,2025-03-21 17:00:00-07:00,2025-03-20 18:06:21.578923+00:00,0.29,2025-03-20 11:06:21.578923-07:00
KXUSAMBNATO-25-DEC,2025-03-22 00:00:00+00:00,2025_03_21_close_1700_PT,2025-03-21 17:00:00-07:00,,,
KXUSAMBNATO-25-JUL,2025-03-22 00:00:00+00:00,2025_03_21_close_1700_PT,2025-03-21 17:00:00-07:00,,,
KXUSAMBNATO-25-JUN,2025-03-22 00:00:00+00:00,2025_03_21_close_1700_PT,2025-03-21 17:00:00-07:00,,,
KXUSAMBNATO-25-MAY,2025-03-22 00:00:00+00:00,2025_03_21_close_1700_PT,2025-03-21 17:00:00-07:00,2025-03-21 18:12:17.301290+00:00,0.72,2025-03-21 11:12:17.301290-07:00
KXWHVISIT-25-VP,2025-03-22 00:00:00+00:00,2025_03_21_close_1700_PT,2025-03-21 17:00:00-07:00,2025-03-21 21:17:50.025817+00:00,0.01,2025-03-21 14:17:50.025817-07:00
KXWLEADER-25-VP,2025-03-22 00:00:00+00:00,2025_03_21_close_1700_PT,2025-03-21 17:00:00-07:00,2025-03-21 11:28:04.013156+00:00,0.86,2025-03-21 04:28:04.013156-07:00
KXWLEADERUKR-25MAR-VZEL,2025-03-22 00:00:00+00:00,2025_03_21_close_1700_PT,2025-03-21 17:00:00-07:00,2025-03-21 19:53:09.682487+00:00,0.04,2025-03-21 12:53:09.682487-07:00
KXELECTUKRAINE-26,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,2025-03-22 10:12:22.314481+00:00,0.42,2025-03-22 03:12:22.314481-07:00
KXFRIDMAN-26JAN01-VP,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,2025-03-21 13:10:47.990929+00:00,0.71,2025-03-21 06:10:47.990929-07:00
KXGOVTRECOGSYRIA-25-RU,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,2025-03-21 20:25:00.449103+00:00,0.05,2025-03-21 13:25:00.449103-07:00
KXMARALAGO-26-VZ,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,2025-03-08 10:35:32.381174+00:00,0.21,2025-03-08 02:35:32.381174-08:00
KXMOONMAN-31-R,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,2024-12-01 07:12:28.152982+00:00,0.1,2024-11-30 23:12:28.152982-08:00
KXNOBELPEACE-25-VZEL,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,2025-03-20 22:07:44.098391+00:00,0.18,2025-03-20 15:07:44.098391-07:00
KXPRESVISIT-26-RU,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,2025-03-22 10:38:23.445062+00:00,0.33,2025-03-22 03:38:23.445062-07:00
