id,condition_id,question,slug,outcomes,outcome_prices,clob_token_ids,volume,liquidity,active,closed,end_date,created_at,market_maker_address,_fetched_at,created_ts,end_ts,search_text,outcome_0_name,outcome_1_name,outcome_0_putin_2025_03_17_close_1700_PT,outcome_0_putin_2025_03_17_open_0500_PT,outcome_0_putin_2025_03_18_close_1700_PT,outcome_0_putin_2025_03_18_open_0500_PT,outcome_0_putin_2025_03_19_close_1700_PT,outcome_0_putin_2025_03_19_open_0500_PT,outcome_0_putin_2025_03_20_close_1700_PT,outcome_0_putin_2025_03_20_open_0500_PT,outcome_0_putin_2025_03_21_close_1700_PT,outcome_0_putin_2025_03_21_open_0500_PT,outcome_0_putin_2025_03_22_close_1700_PT,outcome_0_putin_2025_03_22_open_0500_PT,outcome_0_putin_2025_03_23_close_1700_PT,outcome_0_putin_2025_03_23_open_0500_PT,outcome_0_putin_2025_03_24_close_1700_PT,outcome_0_putin_2025_03_24_open_0500_PT,outcome_0_putin_2025_03_25_close_1700_PT,outcome_0_putin_2025_03_25_open_0500_PT,outcome_0_putin_2025_03_26_close_1700_PT,outcome_0_putin_2025_03_26_open_0500_PT,outcome_0_putin_2025_03_27_close_1700_PT,outcome_0_putin_2025_03_27_open_0500_PT,outcome_0_putin_2025_03_28_close_1700_PT,outcome_0_putin_2025_03_28_open_0500_PT,outcome_0_putin_2025_03_29_close_1700_PT,outcome_0_putin_2025_03_29_open_0500_PT,outcome_0_putin_2025_03_30_close_1700_PT,outcome_0_putin_2025_03_30_open_0500_PT,outcome_0_putin_2025_03_31_close_1700_PT,outcome_0_putin_2025_03_31_open_0500_PT,outcome_0_yes_2025_03_17_close_1700_PT,outcome_0_yes_2025_03_17_open_0500_PT,outcome_0_yes_2025_03_18_close_1700_PT,outcome_0_yes_2025_03_18_open_0500_PT,outcome_0_yes_2025_03_19_close_1700_PT,outcome_0_yes_2025_03_19_open_0500_PT,outcome_0_yes_2025_03_20_close_1700_PT,outcome_0_yes_2025_03_20_open_0500_PT,outcome_0_yes_2025_03_21_close_1700_PT,outcome_0_yes_2025_03_21_open_0500_PT,outcome_0_yes_2025_03_22_close_1700_PT,outcome_0_yes_2025_03_22_open_0500_PT,outcome_0_yes_2025_03_23_close_1700_PT,outcome_0_yes_2025_03_23_open_0500_PT,outcome_0_yes_2025_03_24_close_1700_PT,outcome_0_yes_2025_03_24_open_0500_PT,outcome_0_yes_2025_03_25_close_1700_PT,outcome_0_yes_2025_03_25_open_0500_PT,outcome_0_yes_2025_03_26_close_1700_PT,outcome_0_yes_2025_03_26_open_0500_PT,outcome_0_yes_2025_03_27_close_1700_PT,outcome_0_yes_2025_03_27_open_0500_PT,outcome_0_yes_2025_03_28_close_1700_PT,outcome_0_yes_2025_03_28_open_0500_PT,outcome_0_yes_2025_03_29_close_1700_PT,outcome_0_yes_2025_03_29_open_0500_PT,outcome_0_yes_2025_03_30_close_1700_PT,outcome_0_yes_2025_03_30_open_0500_PT,outcome_0_yes_2025_03_31_close_1700_PT,outcome_0_yes_2025_03_31_open_0500_PT,outcome_1_no_2025_03_17_close_1700_PT,outcome_1_no_2025_03_17_open_0500_PT,outcome_1_no_2025_03_18_close_1700_PT,outcome_1_no_2025_03_18_open_0500_PT,outcome_1_no_2025_03_19_close_1700_PT,outcome_1_no_2025_03_19_open_0500_PT,outcome_1_no_2025_03_20_close_1700_PT,outcome_1_no_2025_03_20_open_0500_PT,outcome_1_no_2025_03_21_close_1700_PT,outcome_1_no_2025_03_21_open_0500_PT,outcome_1_no_2025_03_22_close_1700_PT,outcome_1_no_2025_03_22_open_0500_PT,outcome_1_no_2025_03_23_close_1700_PT,outcome_1_no_2025_03_23_open_0500_PT,outcome_1_no_2025_03_24_close_1700_PT,outcome_1_no_2025_03_24_open_0500_PT,outcome_1_no_2025_03_25_close_1700_PT,outcome_1_no_2025_03_25_open_0500_PT,outcome_1_no_2025_03_26_close_1700_PT,outcome_1_no_2025_03_26_open_0500_PT,outcome_1_no_2025_03_27_close_1700_PT,outcome_1_no_2025_03_27_open_0500_PT,outcome_1_no_2025_03_28_close_1700_PT,outcome_1_no_2025_03_28_open_0500_PT,outcome_1_no_2025_03_29_close_1700_PT,outcome_1_no_2025_03_29_open_0500_PT,outcome_1_no_2025_03_30_close_1700_PT,outcome_1_no_2025_03_30_open_0500_PT,outcome_1_no_2025_03_31_close_1700_PT,outcome_1_no_2025_03_31_open_0500_PT,outcome_1_zelenskyy_2025_03_17_close_1700_PT,outcome_1_zelenskyy_2025_03_17_open_0500_PT,outcome_1_zelenskyy_2025_03_18_close_1700_PT,outcome_1_zelenskyy_2025_03_18_open_0500_PT,outcome_1_zelenskyy_2025_03_19_close_1700_PT,outcome_1_zelenskyy_2025_03_19_open_0500_PT,outcome_1_zelenskyy_2025_03_20_close_1700_PT,outcome_1_zelenskyy_2025_03_20_open_0500_PT,outcome_1_zelenskyy_2025_03_21_close_1700_PT,outcome_1_zelenskyy_2025_03_21_open_0500_PT,outcome_1_zelenskyy_2025_03_22_close_1700_PT,outcome_1_zelenskyy_2025_03_22_open_0500_PT,outcome_1_zelenskyy_2025_03_23_close_1700_PT,outcome_1_zelenskyy_2025_03_23_open_0500_PT,outcome_1_zelenskyy_2025_03_24_close_1700_PT,outcome_1_zelenskyy_2025_03_24_open_0500_PT,outcome_1_zelenskyy_2025_03_25_close_1700_PT,outcome_1_zelenskyy_2025_03_25_open_0500_PT,outcome_1_zelenskyy_2025_03_26_close_1700_PT,outcome_1_zelenskyy_2025_03_26_open_0500_PT,outcome_1_zelenskyy_2025_03_27_close_1700_PT,outcome_1_zelenskyy_2025_03_27_open_0500_PT,outcome_1_zelenskyy_2025_03_28_close_1700_PT,outcome_1_zelenskyy_2025_03_28_open_0500_PT,outcome_1_zelenskyy_2025_03_29_close_1700_PT,outcome_1_zelenskyy_2025_03_29_open_0500_PT,outcome_1_zelenskyy_2025_03_30_close_1700_PT,outcome_1_zelenskyy_2025_03_30_open_0500_PT,outcome_1_zelenskyy_2025_03_31_close_1700_PT,outcome_1_zelenskyy_2025_03_31_open_0500_PT
517073,0x949052e68f38931266d5d755f89a8cffab18b7837891d018a550457feec2e754,Assad leaves Russia before 2026?,assad-leaves-russia-before-2026,"[""Yes"", ""No""]","[""0"", ""1""]","[""46900460840406661483474634104595482418501684854096906918305683910102403871123"", ""78869803177078589287716771530665317651497156168734051494454473188006845916520""]",61480.487731,0.0,True,True,2025-12-31 04:00:00-08:00,2025-01-02 06:55:56.326639-08:00,,2026-02-03 22:24:59.962244,2025-01-02 06:55:56.326639,2025-12-31 04:00:00,assad leaves russia before 2026? assad-leaves-russia-before-2026,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22999999328399992,0.22999999328399992,0.22999999328399992,0.22999999328399992,0.22999999328399992,0.22999999328399992,0.22999999328399992,0.22999999328399992,0.22543552128393204,0.22999999328399992,0.21999985479995063,0.22543552128393204,0.21999985479995063,0.21999985479995063,0.21999985479995063,0.21999985479995063,0.21999985479995063,0.21999985479995063,0.21999985479995063,0.21999985479995063,0.22,0.21999985479995063,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.77,0.79,0.77,0.77,0.77,0.77,0.8,0.8,0.79,0.79,0.79,0.79,0.78,0.79,0.78,0.78,0.78,0.78,0.78,0.78,0.78,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517693,0x60e45f2a5cccd16fd60eda5f96670f946b2281b7ce59595b621eee05de4eda49,Will Russia abandon Syrian naval base before July?,will-russia-abandon-syrian-naval-base-before-april,"[""Yes"", ""No""]","[""0"", ""1""]","[""69226537548379102137110260910766942274764101034650179979960227372969528243604"", ""38028235049989289118991891250017423701902844342596888644757673357241176888913""]",133894.428883,0.0,True,True,2025-06-30 05:00:00-07:00,2025-01-06 13:13:00.580668-08:00,,2026-02-03 22:25:00.562616,2025-01-06 13:13:00.580668,2025-06-30 05:00:00,will russia abandon syrian naval base before july? will-russia-abandon-syrian-naval-base-before-april,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.09,0.12,0.09,0.09,0.09,0.09,0.1,0.11,0.1,0.08,0.08,0.1,0.08,0.08,0.08,0.08,0.87,0.87,0.88,0.88,0.88,0.88,0.88,0.88,0.89,0.889999886079969,0.89209995800084,0.89,0.89209995800084,0.89209995800084,0.89,0.89209995800084,0.89,0.89,0.89,0.89,0.89,0.89,0.9,0.89,0.92,0.9,0.92,0.92,0.92,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518889,0xc0531ca3aa67e9aec21f8265fdacf39f960c24f3faed1a3e5ac9b4613e6fcd98,Will Donald Trump visit Russia in 2025?,will-donald-trump-visit-russia-in-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""76417393963448037479806799796874747547221511591996743269503725518742470496274"", ""44380686214454472779171256638293817778327849773706779670665516622038269778385""]",986854.873282,0.0,True,True,2025-12-31 04:00:00-08:00,2025-01-16 09:57:52.426541-08:00,,2026-02-03 22:25:01.425468,2025-01-16 09:57:52.426541,2025-12-31 04:00:00,will donald trump visit russia in 2025? will-donald-trump-visit-russia-in-2025,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36,0.38,0.35,0.36,0.3299999590799969,0.31000000483000023,0.29,0.31,0.28491428571428573,0.28,0.3,0.28491428571428573,0.33,0.33,0.32,0.3,0.3298259868421053,0.3298259868421053,0.33,0.3,0.36,0.31407055630936226,0.31,0.36,0.3,0.31,0.28,0.3,0.29,0.2700000085708069,0.6154573237284435,0.633891818437536,0.6699999865999994,0.6154573237284435,0.67,0.6899999951699998,0.6900000066959164,0.7,0.71,0.72,0.7,0.7,0.68,0.68,0.68,0.68,0.67,0.67,0.6892825733480927,0.6892825733480927,0.64,0.6699999195999292,0.69,0.64,0.7,0.68,0.7164193360153687,0.7,0.71,0.7299999974449999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518890,0x08e4a29cfed319d93843bf78a0953f70c203fdc98051bb4a886483b4cc2ceb8a,Will Donald Trump visit Ukraine in 2025?,will-donald-trump-visit-ukraine-in-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""1820990530457734990844221236379424325571531338274179313320944848555296238885"", ""19787433176606062103363478006507471735790167880416910771642279209812633663344""]",79206.386456,0.0,True,True,2025-12-31 04:00:00-08:00,2025-01-16 09:58:54.179238-08:00,,2026-02-03 22:25:01.425468,2025-01-16 09:58:54.179238,2025-12-31 04:00:00,will donald trump visit ukraine in 2025? will-donald-trump-visit-ukraine-in-2025,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18999987839995622,0.18999987839995622,0.1799999125714086,0.18999987839995622,0.17999998703999964,0.16,0.16,0.17999998703999964,0.16,0.16,0.16999988517541542,0.16999988609996242,0.16,0.16999988517541542,0.16,0.16,0.1799998703999637,0.16,0.1799999279999928,0.1799998703999637,0.1799999279999928,0.1799999279999928,0.16,0.1799999279999928,0.16,0.16,0.18340666666666666,0.18340666666666666,0.18340666666666666,0.18340666666666666,0.82,0.82,0.82,0.82,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.8200001296000363,0.83,0.8200000720000072,0.8200001296000363,0.82,0.8200000720000072,0.82,0.82,0.82,0.82,0.81,0.81,0.81,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519048,0x45dfeb8088ef684004f6da7ab453cb1e7cacb14330b06a4eb7ba556e47201c43,Zelenskyy out as Ukraine president before July?,zelenskyy-out-as-ukraine-president-before-july,"[""Yes"", ""No""]","[""0"", ""1""]","[""74534059827731044353009484655251717921023956616694121520435859117169009979824"", ""76643504232063200802060773779828726415087044269171506931668031354693251545396""]",3541319.915162,0.0,True,True,2025-06-30 05:00:00-07:00,2025-01-17 10:03:25.827092-08:00,,2026-02-03 22:25:01.848960,2025-01-17 10:03:25.827092,2025-06-30 05:00:00,zelenskyy out as ukraine president before july? zelenskyy-out-as-ukraine-president-before-july,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.15000000927947993,0.14,0.16,0.13,0.1499999985,0.12,0.13000000870001732,0.10999990319998838,0.12999999275714275,0.12,0.11000000844402749,0.12,0.12,0.1,0.1199999996020529,0.1,0.11,0.1,0.09,0.1099999684666652,0.1099999684666652,0.09,0.11,0.1,0.1,0.09,0.1,0.1,0.10999990319998838,0.84,0.84,0.86,0.84,0.87,0.8500000096907051,0.88,0.8699999912999827,0.89,0.88,0.88,0.8899999915559725,0.88,0.88,0.8999997290968903,0.89,0.9,0.89,0.9099998835199683,0.91,0.89,0.89,0.91,0.89,0.9,0.9,0.91,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519628,0x5412ae25e97078f814157de948459d59c6221b4c4c495fdd57b536543ad36729,Russia x Ukraine ceasefire before July?,russia-x-ukraine-ceasefire-before-july,"[""Yes"", ""No""]","[""0"", ""1""]","[""39327269875426915204597944387916069897800289788920336317845465327697809453999"", ""37946704943888888914227612417452623974614267503719043957094985529354395995926""]",17125742.5248,0.0,True,True,2025-06-30 05:00:00-07:00,2025-01-22 10:49:18.013328-08:00,,2026-02-03 22:25:02.266334,2025-01-22 10:49:18.013328,2025-06-30 05:00:00,russia x ukraine ceasefire before july? russia-x-ukraine-ceasefire-before-july,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6099999926799997,0.58,0.5299999991587301,0.62,0.52,0.5199999958399999,0.5,0.52,0.49,0.48,0.4613999882352941,0.49,0.48,0.48,0.43611118268689925,0.48,0.43999998574073956,0.45,0.4,0.44,0.34,0.3731500906344411,0.31,0.34,0.28,0.3,0.31,0.2799999731199972,0.3,0.32,0.4,0.41,0.47000000084126986,0.389999999038,0.489999999902,0.48000000416000005,0.5,0.4799999879999988,0.51,0.5,0.55,0.509999999949,0.52,0.5199999997409068,0.56,0.52,0.5600000142592605,0.55,0.6,0.56,0.66,0.63,0.69,0.66,0.72,0.7099994390993213,0.69,0.72,0.7,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519736,0x9e7a49b1879cbbe71acddda37f20a510dc130a77d35872abf61200d5626b1987,Ukraine lowers conscription age before May 9?,ukraine-lowers-conscrption-age-before-may-9,"[""Yes"", ""No""]","[""0"", ""1""]","[""63894828884807366836211275957245556698359823645556214866812004935138375830618"", ""108331518505056537403722461966654684743488871885239753047834907734450664515452""]",206610.641303,0.0,True,True,2025-05-09 05:00:00-07:00,2025-01-23 08:01:15.076734-08:00,,2026-02-03 22:25:02.266334,2025-01-23 08:01:15.076734,2025-05-09 05:00:00,ukraine lowers conscription age before may 9? ukraine-lowers-conscrption-age-before-may-9,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122,0.116,0.11400000064527196,0.121,0.1042903,0.12,0.1,0.1,0.1,0.1,0.1,0.1,0.087,0.1,0.06447826086956522,0.06447826086956522,0.1,0.08,0.05300000148410492,0.061,0.07647055337370089,0.07647055337370089,0.05300005085872324,0.07647055337370089,0.05300005085872324,0.05300005085872324,0.044,0.044,0.05,0.045000013907780294,0.8789999050676305,0.884,0.8859999993547281,0.879,0.886,0.88,0.9099090909090909,0.9,0.9099090909090909,0.9099090909090909,0.9099090909090909,0.9099090909090909,0.903,0.9099090909090909,0.9449997196498963,0.9449997196498963,0.9040684090909091,0.9200710518605333,0.9459994078031864,0.927,0.934,0.934,0.9460539419899724,0.934,0.9460539419899724,0.9460539419899724,0.946719690455718,0.942349378042185,0.95,0.9549999860922197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519844,0xe8834c7ad3a6f044bd8657185dfdccd74d34e5914c7b7b187cd983224553b3ba,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,will-trump-meet-with-volodymyr-zelenskyy-in-his-first-100-days,"[""Yes"", ""No""]","[""1"", ""0""]","[""40914113765279699847589045742755525912767460490196542143342551731171071232917"", ""115151921832306680160638545362939767099400757097903129602011054222202727203606""]",541368.592052,0.0,True,True,2025-04-29 05:00:00-07:00,2025-01-23 14:55:08.028755-08:00,,2026-02-03 22:25:02.266334,2025-01-23 14:55:08.028755,2025-04-29 05:00:00,will trump meet with volodymyr zelenskyy in his first 100 days? will-trump-meet-with-volodymyr-zelenskyy-in-his-first-100-days,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521025,0xb303fceda7906a905f697c1f9eac462da9cd8c9b1a8d18898363437a7be31561,Will Russia capture Pokrovsk by June 30?,will-russia-capture-pokrovsk-by-june-30,"[""Yes"", ""No""]","[""0"", ""1""]","[""50391907985844971368730434370554275352555306650304559981296724287110163889372"", ""28414938735362964078307100001374150957816395319940009652318455849499629150252""]",577005.485231,0.0,True,True,2025-06-30 05:00:00-07:00,2025-01-30 10:39:25.051758-08:00,,2026-02-03 22:25:03.257401,2025-01-30 10:39:25.051758,2025-06-30 05:00:00,will russia capture pokrovsk by june 30? will-russia-capture-pokrovsk-by-june-30,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.38,0.38,0.38999999024999976,0.34,0.36,0.35,0.34,0.369601,0.35,0.35999984316822986,0.35999987039991704,0.33,0.33000000134,0.32999999540357133,0.32,0.3100000154030613,0.3100000158688904,0.3299999811899992,0.32999997766153655,0.3299999811899992,0.3299999811899992,0.24,0.22,0.21999999361999986,0.23,0.22,0.22,0.20999999344799994,0.22,0.61,0.6199999989832,0.62,0.6100000097500002,0.63,0.64,0.65,0.6499999593749923,0.63,0.66,0.6400001568317701,0.6400001296000829,0.67,0.6699999986599999,0.67,0.67,0.6836251931010485,0.689999996826,0.6700000188100008,0.7,0.6700000188100008,0.6700000188100008,0.76,0.7750070464099444,0.7800000063800001,0.7899999144166474,0.7799999943839998,0.77,0.7900000065520001,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521026,0xd5a64f75a5d7107e53e7c3eaf52865624a0c79ad8c41379faef4285494991326,Will Russia capture Pokrovsk by December 31?,will-russia-capture-pokrovsk-by-december-31-531,"[""Yes"", ""No""]","[""1"", ""0""]","[""49473000926194462184545427213242554383104595845909786504578023251386790224858"", ""23632768753333496327246137884794918423597173479688585307138116345069085580247""]",958806.306985,0.0,True,True,2025-06-30 05:00:00-07:00,2025-01-30 10:40:05.309161-08:00,,2026-02-03 22:25:03.257401,2025-01-30 10:40:05.309161,2025-06-30 05:00:00,will russia capture pokrovsk by december 31? will-russia-capture-pokrovsk-by-december-31-531,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,0.61,0.6203954300669474,0.6,0.59,0.6,0.67,0.59,0.6482255,0.67,0.64,0.6200000988000731,0.6300001369000863,0.64,0.6400007920022176,0.68,0.65,0.6400007920022176,0.62,0.62,0.64,0.62,0.6,0.6,0.6,0.6,0.6,0.6,0.5983064056069085,0.6,0.39,0.39,0.37000030206803325,0.4,0.41,0.37,0.3351659015311873,0.38,0.35,0.3351659015311873,0.3799999011999269,0.3799999011999269,0.36999986309991373,0.36,0.3599999920799998,0.32,0.3549675864980999,0.3599999920799998,0.38,0.38,0.36,0.38,0.4,0.4,0.4,0.4,0.4,0.4,0.39000001109216137,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521041,0xd6243623b48dbccc42461df4e3c478a467de726eee19a477df0911f77b38cba6,Will Russia capture Siversk before May?,will-russia-capture-siversk-before-may,"[""Yes"", ""No""]","[""0"", ""1""]","[""83524440200143860657028178945801858366378129256359488825050609853223919531809"", ""70920939650366426146836696994150938025168677239124917474200404356093431153260""]",121791.363829,0.0,True,True,2025-04-30 05:00:00-07:00,2025-01-30 12:29:41.477847-08:00,,2026-02-03 22:25:03.257401,2025-01-30 12:29:41.477847,2025-04-30 05:00:00,will russia capture siversk before may? will-russia-capture-siversk-before-may,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,0.15,0.12,0.11150053064263199,0.1299999789399992,0.11000000106633578,0.1299999789399992,0.1299999789399992,0.11000000778750091,0.11000000778750091,0.11999990495047623,0.1100000890004361,0.09,0.11999990495047623,0.07,0.07000000074400017,0.07,0.07,0.06999993629999426,0.06,0.07,0.07,0.060000037600487305,0.07,0.05,0.060000037600487305,0.05,0.05,0.05,0.05,0.85,0.85,0.88,0.9,0.8700000319255392,0.9,0.8899994125992129,0.8899994125992129,0.8899999922124991,0.8899999922124991,0.8800000950495238,0.8899999109995639,0.9199998756055805,0.9199999553780271,0.9299999992559999,0.9299999992559999,0.93,0.9299999992559999,0.9300000637000058,0.94,0.93,0.93,0.9399999623995127,0.93,0.95,0.9399999623995127,0.95,0.95,0.95,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521100,0x33acd15d84b5b0cb3125425fff9abb9f84260ad6cdd658e57230627c83ede60f,Will Russia recapture Sudzha by April 30?,will-russia-recapture-sudzha-by-april-30,"[""Yes"", ""No""]","[""1"", ""0""]","[""14990029861718662869816237869973544862792282285138092644462921007650993247380"", ""42807705713627033072721560874549512720856774493986139163714965545915531235572""]",302652.40591,0.0,True,True,2025-04-30 05:00:00-07:00,2025-01-30 16:18:49.374361-08:00,,2026-02-03 22:25:03.257401,2025-01-30 16:18:49.374361,2025-04-30 05:00:00,will russia recapture sudzha by april 30? will-russia-recapture-sudzha-by-april-30,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521103,0x07f106c0b60e94d96a63954f0536811c1a0b054b958f26bb749689b620b72f50,NATO/EU troops fighting in Ukraine in 2025?,natoeu-troops-fighting-in-ukraine-in-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""103909253011351322759892776638669457027523901655815490042130382730360706229706"", ""40643730425995007653653846322257326466291751148478865541862332040512398068473""]",170793.703881,0.0,True,True,2025-12-31 04:00:00-08:00,2025-01-30 16:57:35.244062-08:00,,2026-02-03 22:25:03.257401,2025-01-30 16:57:35.244062,2025-12-31 04:00:00,nato/eu troops fighting in ukraine in 2025? natoeu-troops-fighting-in-ukraine-in-2025,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.12,0.13,0.13,0.11262178619756427,0.11262178619756427,0.13,0.13,0.1299999789399992,0.1299999789399992,0.1299999789399992,0.1299999789399992,0.1299999789399992,0.1299999789399992,0.1299999789399992,0.1299999789399992,0.1299999466999952,0.13,0.1299999466999952,0.1299999466999952,0.1299999789399992,0.1299999466999952,0.11,0.11,0.169999998623,0.11,0.16,0.15,0.16,0.16,0.88,0.88,0.88,0.88,0.89,0.89,0.8804035578554902,0.8804035578554902,0.88999995549998,0.8804035578554902,0.88999995549998,0.88999995549998,0.88999995549998,0.88999995549998,0.8899998071665799,0.88999995549998,0.8700000533000048,0.8795403372936412,0.8700000533000048,0.8700000533000048,0.8813705768075465,0.8700000533000048,0.89,0.89,0.8499999787499984,0.89,0.84,0.85,0.8499994474992542,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521499,0x87b7ea66b816a057a5d18f8f230ec016e8c9225a8c97a15e678c3de157305737,Will Russia recapture Sudzha by June 30?,will-russia-recapture-sudzha-by-june-30,"[""Yes"", ""No""]","[""1"", ""0""]","[""47692708638309429756044208432818720002044706296619873136468383174493259480485"", ""37809713000353368658683984822433912106052732096671571646866650191133502648634""]",80628.548248,0.0,True,True,2025-06-30 05:00:00-07:00,2025-02-02 19:54:27.695953-08:00,,2026-02-03 22:25:03.631640,2025-02-02 19:54:27.695953,2025-06-30 05:00:00,will russia recapture sudzha by june 30? will-russia-recapture-sudzha-by-june-30,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.999,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521603,0x3ea4ec25d0491fa7c374ed61762ec9d604c52b56df0d8c5f30ccdb71a838bc1e,Will Ukraine win Eurovision 2025?,will-ukraine-win-eurovision-2025,"[""Yes"", ""No""]","[""0"", ""1""]","[""18833065283746804110550289341323864262410877417777323132151715138616977528841"", ""108064859672314536571175804798614410280877635973727667622803804179444259690672""]",1734956.735678,0.0,True,True,2025-05-17 05:00:00-07:00,2025-02-03 11:56:09.782359-08:00,,2026-02-03 22:25:03.631640,2025-02-03 11:56:09.782359,2025-05-17 05:00:00,will ukraine win eurovision 2025? will-ukraine-win-eurovision-2025,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03599996630399784,0.036,0.025,0.035,0.028,0.027,0.023,0.024,0.023,0.023,0.023000000167984983,0.023,0.026,0.029,0.024,0.025,0.029,0.026000001657231372,0.025,0.026,0.02238177,0.022,0.022,0.022,0.02,0.02299998895999978,0.02399997695999908,0.022,0.025,0.02200001190614893,0.975,0.964,0.975,0.966,0.972,0.973,0.976,0.976,0.9769999992144004,0.9760475885374146,0.976999999832015,0.978,0.974,0.971,0.976,0.975,0.972,0.9739999983427686,0.975,0.976,0.9789999974311924,0.978,0.978,0.978,0.98,0.977,0.979,0.978,0.975,0.977999988093851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
