exchange,source_slug,market_id,event_group,outcome_index,outcome_name,token_id,synthetic_binary,title,yes_sub_title,no_sub_title,volume,created_at,end_date,resolver_type,resolver_evidence,market_family,predicate,subject,obj,scope,deadline,season,threshold,direction,contract_key,entity_signature,parse_confidence,parse_reason
kalshi,mineral_rights;zelensky_suit,KXUKRIMPEACH-26,KXUKRIMPEACH-26,,,,False,Will Zelenskyy be removed from office by the Ukrainian parliamenent before 2026?,Before 2026,Before 2026,32893.0,2025-03-05 08:33:32.142719-08:00,2026-01-01 07:00:00-08:00,,,office_exit,removed_from_office,volodymyr_zelenskyy,,,year:2025,,,,office_exit|removed_from_office|volodymyr_zelenskyy|year:2025,office_exit|removed_from_office|volodymyr_zelenskyy,0.88,office exit template
kalshi,mineral_rights,KXUSAMBNATO-25-APR,KXUSAMBNATO-25,,,,False,When will Trump's nominee for Ambassador to NATO be confirmed?,Before Apr 2025,Before Apr 2025,6079.0,2025-03-14 19:07:00.715424-07:00,2025-04-01 07:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
kalshi,mineral_rights,KXUSAMBNATO-25-DEC,KXUSAMBNATO-25,,,,False,When will Trump's nominee for Ambassador to NATO be confirmed?,Before Dec 2025,Before Dec 2025,0.0,2025-03-14 19:07:00.715425-07:00,2025-04-02 07:52:32.593051-07:00,,,,,,,,,,,,,,0.0,no supported template
kalshi,mineral_rights,KXUSAMBNATO-25-JUL,KXUSAMBNATO-25,,,,False,When will Trump's nominee for Ambassador to NATO be confirmed?,Before Jul 2025,Before Jul 2025,0.0,2025-03-14 19:07:00.715425-07:00,2025-04-02 07:52:20.407794-07:00,,,,,,,,,,,,,,0.0,no supported template
kalshi,mineral_rights,KXUSAMBNATO-25-JUN,KXUSAMBNATO-25,,,,False,When will Trump's nominee for Ambassador to NATO be confirmed?,Before Jun 2025,Before Jun 2025,0.0,2025-03-14 19:07:00.715425-07:00,2025-04-02 07:52:09.253723-07:00,,,,,,,,,,,,,,0.0,no supported template
kalshi,mineral_rights,KXUSAMBNATO-25-MAY,KXUSAMBNATO-25,,,,False,When will Trump's nominee for Ambassador to NATO be confirmed?,Before May 2025,Before May 2025,3700.0,2025-03-14 19:07:00.715425-07:00,2025-04-02 07:51:56.363803-07:00,,,,,,,,,,,,,,0.0,no supported template
kalshi,mineral_rights,KXWHVISIT-25-VP,KXWHVISIT-25,,,,False,"Will Vladimir Putin visit the White House before Apr 1, 2025?",Vladimir Putin,Vladimir Putin,88110.0,2025-01-29 15:14:16.694023-08:00,2025-04-01 07:00:00-07:00,,,leader_contact,visit,vladimir_putin,the_white_house,,before:2025-04-01,,,,leader_contact|visit|vladimir_putin|the_white_house|before:2025-04-01,leader_contact|visit|vladimir_putin|the_white_house,0.92,leader contact template
kalshi,zelensky_suit,KXWHVISIT-26JAN-VPUT,KXWHVISIT-26JAN,,,,False,"Will Vladimir Putin visit the White House before Jan 1, 2026?",Vladimir Putin,Vladimir Putin,23188.0,2025-05-01 16:14:42.680313-07:00,2026-01-01 07:00:00-08:00,,,leader_contact,visit,vladimir_putin,the_white_house,,year:2025,,,,leader_contact|visit|vladimir_putin|the_white_house|year:2025,leader_contact|visit|vladimir_putin|the_white_house,0.92,leader contact template
kalshi,zelensky_suit,KXWHVISIT-26JAN-VZEL,KXWHVISIT-26JAN,,,,False,"Will Volodymyr Zelenskyy visit the White House before Jan 1, 2026?",Volodymyr Zelenskyy,Volodymyr Zelenskyy,36535.0,2025-05-01 16:14:42.680313-07:00,2025-08-23 11:38:52.146315-07:00,,,leader_contact,visit,volodymyr_zelenskyy,the_white_house,,year:2025,,,,leader_contact|visit|volodymyr_zelenskyy|the_white_house|year:2025,leader_contact|visit|volodymyr_zelenskyy|the_white_house,0.92,leader contact template
kalshi,mineral_rights;zelensky_suit,KXWLEADER-25-VP,KXWLEADER-25,,,,False,Will Trump meet with Vladimir Putin before 2026?,Vladimir Putin,Vladimir Putin,284943.0,2025-01-03 15:46:35.854834-08:00,2025-08-15 12:19:58.491357-07:00,,,leader_contact,meet,donald_trump,vladimir_putin,,year:2025,,,,leader_contact|meet|donald_trump|vladimir_putin|year:2025,leader_contact|meet|donald_trump|vladimir_putin,0.92,leader contact template
kalshi,mineral_rights,KXWLEADERUKR-25MAR-VZEL,KXWLEADERUKR-25MAR,,,,False,Will Trump meet with Volodomyr Zelenskyy before 2025?,Volodomyr Zelenskyy,Volodomyr Zelenskyy,144172.0,2025-03-05 09:33:30.674741-08:00,2025-03-31 07:00:00-07:00,,,leader_contact,meet,donald_trump,volodymyr_zelenskyy,,year:2024,,,,leader_contact|meet|donald_trump|volodymyr_zelenskyy|year:2024,leader_contact|meet|donald_trump|volodymyr_zelenskyy,0.92,leader contact template
polymarket,mineral_rights,507311,0x9de98a4e1f5736ced9bdb199025024b77c1a0df3927c651b4e60a33fb4289695,0,Yes,102006319303460238827563664446951754516041393632850360444322469125777577388771,False,Will Shakhtar Donetsk win the UEFA Champions League?,,,25469002.1878365,2024-09-17 10:36:10.084639-07:00,2025-05-31 05:00:00-07:00,,,sports,win,shakhtar_donetsk,,uefa_champions_league,,,,,sports|win|shakhtar_donetsk|uefa_champions_league,sports|win|shakhtar_donetsk|uefa_champions_league,0.86,sports outcome template
polymarket,mineral_rights,507984,0xfca3e637b1b126a59dd2aac2ca89d501f30c0aacb5dbf9b7b5f1d2c18ca00a55,0,Yes,50284187941943469569202009194355917949339120733469101749033950310686959468007,False,Will Dynamo Kyiv win the UEFA Europa League?,,,6108207.296014,2024-09-24 12:11:29.177343-07:00,2025-05-21 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,510319,0xa5ac4cdcfff44ddfb0d332d33575f766414465786fb7d4350782db40d5e9da11,0,Yes,84888738552927367074645370589243532246434846262240067551074642775011167355434,False,Trump ends Ukraine war in first 90 days?,,,56491984.2956951,2024-10-21 11:09:12.014074-07:00,2025-04-20 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,514344,0x5b2691a691ece9066c2b855815e6c8784011833b17d85c65976dc7494b18e002,0,Yes,79681138582996578936112424473443297360371347707818627875085391658883171031838,False,Will Russia abandon Syrian naval base before April?,,,2431621.702986,2024-12-01 09:00:48.764766-08:00,2025-03-31 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,514345,0x4fccc0dcb625ea55ff1ca0409bb44fe1952c04bc16cf5255002ceb2cc3791888,0,Yes,73432865330187359615116518915785578019135296136481914503949203524570605991453,False,Will Russia pull out of Syria before April 2025?,,,736775.609243,2024-12-01 09:06:14.413039-08:00,2025-03-31 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,515428,0x0828fb562474c6c4647fb3471db0e85ce5c1f65c0765817ebd456b85aa306ba2,0,Yes,40451307696519568366199028857248155148021305424168844087204231770158762576473,False,Will Russia recognize Syrian government by March 31?,,,219520.737802,2024-12-11 13:43:25.007768-08:00,2025-03-31 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,516143,0x4cfe8afc969fc85f4aa92ef01e8c82b84f773ea1cdf198d694ef9da1155393eb,0,Yes,25742247876332768458781360292043764039507900813404980298479194684402595556451,False,Will Putin meet with Trump in first 100 days?,,,6796181.626846,2024-12-20 10:24:41.141666-08:00,2025-04-29 05:00:00-07:00,,,leader_contact,meet,donald_trump,vladimir_putin,,period:first_100_days,,,,leader_contact|meet|donald_trump|vladimir_putin|period:first_100_days,leader_contact|meet|donald_trump|vladimir_putin,0.92,leader contact template
polymarket,mineral_rights,516187,0x73b046b7970a1780f1d7a0cacf73413325911dd87cdc5b63cfdc27496110fb1b,0,Yes,56333219586489855674685549932194420713208928308331628771337419037140355178076,False,Will Turkey leave NATO by June 30?,,,65478.635547,2024-12-20 14:37:35.317833-08:00,2025-06-30 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,516189,0x98f8c3c5ce0af4b45b30b1323e132f1f430cea4df5de4089dade2e23082e1743,0,Yes,71685983838843709915160975671540060908877886707703474939962098991499689519711,False,Will Ukraine join NATO before July?,,,148817.631713,2024-12-20 14:56:49.481643-08:00,2025-06-30 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,516190,0x4b1470a1d83fe0e9e5e7edfd68ca0517fdd1386e412d2203d27a5c2832ed60c1,0,Yes,83080252071092689902932666850490074811760131055025811650818073654402601835484,False,Will Putin remain President of Russia through June?,,,1098391.834422,2024-12-20 15:16:42.922838-08:00,2025-06-30 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,516315,0xa07f15fdd0baa90adf78bd4d66543083334a7e5235a95fa5f241c4e519ea83f6,0,Yes,9252583647094848244431316973245869222379640287360099162283052699401101960353,False,Will US leave NATO by June 30?,,,622057.522977,2024-12-23 08:00:13.432307-08:00,2025-06-30 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights;zelensky_suit,516715,0x9bacdaac65cbe257e96e58daf343c56879ea9003bdaed7cdb8cfcd1a82121d3a,0,Yes,5802460671946751538636185453975614627729230853286731735057811449821051691611,False,Ukraine joins NATO in 2025?,,,245327.51675,2024-12-29 10:45:23.330261-08:00,2025-12-31 04:00:00-08:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights;zelensky_suit,516719,0x8ee2f1640386310eb5e7ffa596ba9335f2d324e303d21b0dfea6998874445791,0,Yes,15974786252393396629980467963784550802583781222733347534844974829144359265969,False,Russia x Ukraine ceasefire in 2025?,,,73752993.267722,2024-12-29 10:47:35.140745-08:00,2025-12-31 04:00:00-08:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights;zelensky_suit,517073,0x949052e68f38931266d5d755f89a8cffab18b7837891d018a550457feec2e754,0,Yes,46900460840406661483474634104595482418501684854096906918305683910102403871123,False,Assad leaves Russia before 2026?,,,61480.487731,2025-01-02 06:55:56.326639-08:00,2025-12-31 04:00:00-08:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,517693,0x60e45f2a5cccd16fd60eda5f96670f946b2281b7ce59595b621eee05de4eda49,0,Yes,69226537548379102137110260910766942274764101034650179979960227372969528243604,False,Will Russia abandon Syrian naval base before July?,,,133894.428883,2025-01-06 13:13:00.580668-08:00,2025-06-30 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights;zelensky_suit,518889,0xc0531ca3aa67e9aec21f8265fdacf39f960c24f3faed1a3e5ac9b4613e6fcd98,0,Yes,76417393963448037479806799796874747547221511591996743269503725518742470496274,False,Will Donald Trump visit Russia in 2025?,,,986854.873282,2025-01-16 09:57:52.426541-08:00,2025-12-31 04:00:00-08:00,,,leader_contact,visit,donald_trump,russia,,year:2025,,,,leader_contact|visit|donald_trump|russia|year:2025,leader_contact|visit|donald_trump|russia,0.92,leader contact template
polymarket,mineral_rights;zelensky_suit,518890,0x08e4a29cfed319d93843bf78a0953f70c203fdc98051bb4a886483b4cc2ceb8a,0,Yes,1820990530457734990844221236379424325571531338274179313320944848555296238885,False,Will Donald Trump visit Ukraine in 2025?,,,79206.386456,2025-01-16 09:58:54.179238-08:00,2025-12-31 04:00:00-08:00,,,leader_contact,visit,donald_trump,ukraine,,year:2025,,,,leader_contact|visit|donald_trump|ukraine|year:2025,leader_contact|visit|donald_trump|ukraine,0.92,leader contact template
polymarket,mineral_rights,519048,0x45dfeb8088ef684004f6da7ab453cb1e7cacb14330b06a4eb7ba556e47201c43,0,Yes,74534059827731044353009484655251717921023956616694121520435859117169009979824,False,Zelenskyy out as Ukraine president before July?,,,3541319.915162,2025-01-17 10:03:25.827092-08:00,2025-06-30 05:00:00-07:00,,,office_exit,leave_office,volodymyr_zelenskyy,,,before:2025-07-01,,,,office_exit|leave_office|volodymyr_zelenskyy|before:2025-07-01,office_exit|leave_office|volodymyr_zelenskyy,0.88,office exit template
polymarket,mineral_rights,519628,0x5412ae25e97078f814157de948459d59c6221b4c4c495fdd57b536543ad36729,0,Yes,39327269875426915204597944387916069897800289788920336317845465327697809453999,False,Russia x Ukraine ceasefire before July?,,,17125742.5248,2025-01-22 10:49:18.013328-08:00,2025-06-30 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,519711,0x0ff3c9a02e75c984371ca27a0527e66d01f9781f3e0889c8a777c7eabf7e2d27,0,Yes,111156766687709638910206270286171712912234553400919220719575426074300830941063,False,Fauci extradited to Russia before April?,,,683822.076241,2025-01-22 15:31:37.945342-08:00,2025-03-31 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,519736,0x9e7a49b1879cbbe71acddda37f20a510dc130a77d35872abf61200d5626b1987,0,Yes,63894828884807366836211275957245556698359823645556214866812004935138375830618,False,Ukraine lowers conscription age before May 9?,,,206610.641303,2025-01-23 08:01:15.076734-08:00,2025-05-09 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,519844,0xe8834c7ad3a6f044bd8657185dfdccd74d34e5914c7b7b187cd983224553b3ba,0,Yes,40914113765279699847589045742755525912767460490196542143342551731171071232917,False,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,,,541368.592052,2025-01-23 14:55:08.028755-08:00,2025-04-29 05:00:00-07:00,,,leader_contact,meet,donald_trump,volodymyr_zelenskyy,,period:first_100_days,,,,leader_contact|meet|donald_trump|volodymyr_zelenskyy|period:first_100_days,leader_contact|meet|donald_trump|volodymyr_zelenskyy,0.92,leader contact template
polymarket,mineral_rights,521017,0x9594bd3e3ccbdba06624e883d13e58fa5c96bbd583ed8ec39ff1925c7122757c,0,Yes,63182977171719536185590504061028033371838908242930582322019726404858111508240,False,Will Russia capture Pokrovsk by March 31?,,,227697.921172,2025-01-30 10:26:51.130879-08:00,2025-03-31 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,521025,0xb303fceda7906a905f697c1f9eac462da9cd8c9b1a8d18898363437a7be31561,0,Yes,50391907985844971368730434370554275352555306650304559981296724287110163889372,False,Will Russia capture Pokrovsk by June 30?,,,577005.485231,2025-01-30 10:39:25.051758-08:00,2025-06-30 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,521026,0xd5a64f75a5d7107e53e7c3eaf52865624a0c79ad8c41379faef4285494991326,0,Yes,49473000926194462184545427213242554383104595845909786504578023251386790224858,False,Will Russia capture Pokrovsk by December 31?,,,958806.306985,2025-01-30 10:40:05.309161-08:00,2025-06-30 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,521041,0xd6243623b48dbccc42461df4e3c478a467de726eee19a477df0911f77b38cba6,0,Yes,83524440200143860657028178945801858366378129256359488825050609853223919531809,False,Will Russia capture Siversk before May?,,,121791.363829,2025-01-30 12:29:41.477847-08:00,2025-04-30 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,521100,0x33acd15d84b5b0cb3125425fff9abb9f84260ad6cdd658e57230627c83ede60f,0,Yes,14990029861718662869816237869973544862792282285138092644462921007650993247380,False,Will Russia recapture Sudzha by April 30?,,,302652.40591,2025-01-30 16:18:49.374361-08:00,2025-04-30 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights;zelensky_suit,521103,0x07f106c0b60e94d96a63954f0536811c1a0b054b958f26bb749689b620b72f50,0,Yes,103909253011351322759892776638669457027523901655815490042130382730360706229706,False,NATO/EU troops fighting in Ukraine in 2025?,,,170793.703881,2025-01-30 16:57:35.244062-08:00,2025-12-31 04:00:00-08:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,521499,0x87b7ea66b816a057a5d18f8f230ec016e8c9225a8c97a15e678c3de157305737,0,Yes,47692708638309429756044208432818720002044706296619873136468383174493259480485,False,Will Russia recapture Sudzha by June 30?,,,80628.548248,2025-02-02 19:54:27.695953-08:00,2025-06-30 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,521603,0x3ea4ec25d0491fa7c374ed61762ec9d604c52b56df0d8c5f30ccdb71a838bc1e,0,Yes,18833065283746804110550289341323864262410877417777323132151715138616977528841,False,Will Ukraine win Eurovision 2025?,,,1734956.735678,2025-02-03 11:56:09.782359-08:00,2025-05-17 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,521607,0x1663edea3eba0d1ae8f064276dd426cb0497a19bb5188dae48a2f8fa8ea34da8,0,Yes,60725874250423703620094276151916802462347260149939877434146037169740775578517,False,Ukraine agrees to Trump mineral deal before April?,,,7079947.244644,2025-02-03 12:08:04.503107-08:00,2025-03-31 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights;zelensky_suit,522056,0x07555b0e89abe017ddde72e5d04f26f6b26a7f221cca5fcae54ca99dd984774d,0,Yes,96601928894191559916157952751631886797424000157973909225754084049773554405468,False,Ukraine agrees not to join NATO in 2025? ,,,1643257.827825,2025-02-06 13:55:33.636794-08:00,2025-12-31 04:00:00-08:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights;zelensky_suit,522057,0x591f785022238c7ea2563553d93c024e451a18ea74d9bbd79a6126c0267c588a,0,Yes,48477409091695386761559202853239391470463303066983260592312960625658563043275,False,"Ukraine recognizes Russian sovereignty over its territory by December 31, 2025?",,,2130098.430134,2025-02-06 14:01:49.644084-08:00,2025-12-31 04:00:00-08:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights;zelensky_suit,522878,0x0b5d28cc85d295a39897b524329653628d7de3378920ab63247c8af9d7ee03d3,0,Putin,5442743401928862894180841736263512191564084389996775978514134400673743050598,True,Will Trump meet with Putin or Zelenskyy first?,,,465247.688699,2025-02-11 10:41:56.219533-08:00,2025-12-31 04:00:00-08:00,,,leader_contact,meet,donald_trump,volodymyr_zelenskyy,,,,,,leader_contact|meet|donald_trump|volodymyr_zelenskyy,leader_contact|meet|donald_trump|volodymyr_zelenskyy,0.92,leader contact template
polymarket,mineral_rights;zelensky_suit,522878,0x0b5d28cc85d295a39897b524329653628d7de3378920ab63247c8af9d7ee03d3,1,Zelenskyy,55264189025055373090161890959631464405045385380191735792739072809428026021736,True,Will Trump meet with Putin or Zelenskyy first?,,,465247.688699,2025-02-11 10:41:56.219533-08:00,2025-12-31 04:00:00-08:00,,,leader_contact,meet,donald_trump,volodymyr_zelenskyy,,,,,,leader_contact|meet|donald_trump|volodymyr_zelenskyy,leader_contact|meet|donald_trump|volodymyr_zelenskyy,0.92,leader contact template
polymarket,mineral_rights,522894,0x07ee279bba9504331b98ed151db364f9562f5cf80baec6d7ab37b5e32221a6d6,0,Yes,81020312652589627285197771109762839746287006928172707150877539028691834065212,False,Will Russia capture Kupiansk by April 30?,,,65384.620266,2025-02-11 11:12:53.838311-08:00,2025-04-30 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights;zelensky_suit,522895,0xe252404a63e04d8199105b91833a47471317be7307e2471a9349375694bc39c8,0,Yes,62643694748826312587911382162440534823433709821141516597510649054633548502810,False,Will Russia capture Kupiansk by August 31?,,,830318.639654,2025-02-11 11:13:47.985923-08:00,2025-08-31 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,523197,0x70d6726f639283c79ff2394d67edeb20c343da15a16242abc0ca253938422adf,0,Yes,76517872896411850784270344965682992803318434169987777444136970978963357739156,False,Will Trump visit Russia in first 100 days?,,,735454.119765,2025-02-12 13:46:09.799621-08:00,2025-04-29 05:00:00-07:00,,,leader_contact,visit,donald_trump,russia,,period:first_100_days,,,,leader_contact|visit|donald_trump|russia|period:first_100_days,leader_contact|visit|donald_trump|russia,0.92,leader contact template
polymarket,mineral_rights,523198,0xa503070c5f90c70e460260460637f50ded4d8886e0a3969c76c557d5377b42f3,0,Yes,17636133037698655711537839367918666335877935696344385855077943944327611242596,False,Will Putin visit the U.S. before July?,,,141775.399659,2025-02-12 13:58:11.712371-08:00,2025-06-30 05:00:00-07:00,,,leader_contact,visit,vladimir_putin,the_u_s,,before:2025-07-01,,,,leader_contact|visit|vladimir_putin|the_u_s|before:2025-07-01,leader_contact|visit|vladimir_putin|the_u_s,0.92,leader contact template
polymarket,mineral_rights;zelensky_suit,523343,0xf3d74c153a35436ff82a5f78200104975c5841140ace763f2954adb340cca511,0,Yes,22255463452594162709449800579658835371746668793825841462318307382376621533755,False,Ukraine election called in 2025?,,,982716.694339,2025-02-13 11:39:17.849008-08:00,2025-12-31 04:00:00-08:00,,,election,election_called,,,ukraine_presidential,year:2025,2025,,,election|election_called|ukraine_presidential|year:2025|2025,election|election_called|ukraine_presidential|2025,0.86,election template
polymarket,mineral_rights;zelensky_suit,523413,0x1b74c3efe140a09049e0eb6b6a2112e00fa4d199cdc718c1a58af1abf6d9e49d,0,Yes,46975241878566226675389813084558441099978633579735672808077735156890286559886,False,Will any country leave NATO in 2025?,,,277041.272422,2025-02-13 14:27:44.964669-08:00,2025-12-31 04:00:00-08:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights;zelensky_suit,523420,0x9388fd0115ced362ce81ba2d3433903f2ae5c78263355d7038ae74ac96c85ac1,0,Yes,110303218457795832861589414223072133732424840017074962598980991451216787898529,False,"Ukraine election held by December 31, 2025?",,,1589428.067032,2025-02-13 15:40:57.211688-08:00,2025-12-31 04:00:00-08:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights;zelensky_suit,524021,0x79fe1c0701d145ed4b74e6b7b3658acbc9b016b70e7321afdb777ad14e8c236c,0,Yes,97262919156133260921887403057581420516585464065308475066791456615017669503669,False,U.S. recognizes Russian sovereignty over Crimea in 2025? ,,,801266.380276,2025-02-18 12:42:06.673333-08:00,2025-12-31 04:00:00-08:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,524143,0x42b1922e8f436430a99511ad0a8029fd84a62d8bc91ac52b22455399ce598152,0,Yes,1179039883486402183499490082435825463500517700553032674433043579228770785112,False,Will Trump audit Ukraine aid before May?,,,843458.400258,2025-02-19 11:25:01.345821-08:00,2025-04-30 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,524145,0xbd1c9c355583f950c76a09bb2e305789043712121800bb5a7abe491a5ee58871,0,Yes,66356062315875533075062405949409720397580573066885585702377343083606583765118,False,Will Trump meet with Zelenskyy before July?,,,183568.45293,2025-02-19 11:45:56.258685-08:00,2025-06-30 05:00:00-07:00,,,leader_contact,meet,donald_trump,volodymyr_zelenskyy,,before:2025-07-01,,,,leader_contact|meet|donald_trump|volodymyr_zelenskyy|before:2025-07-01,leader_contact|meet|donald_trump|volodymyr_zelenskyy,0.92,leader contact template
polymarket,mineral_rights;zelensky_suit,524147,0x83769fd5022537ff59ca1ccfdfb1c9915983788003e00e905508e22e67404f28,0,Yes,43469326409739858395690572881501444443817974097672167644298447954120789600137,False,Will Trump meet with Volodymyr Zelenskyy in 2025?,,,129300.49074,2025-02-19 11:49:57.167284-08:00,2025-12-31 04:00:00-08:00,,,leader_contact,meet,donald_trump,volodymyr_zelenskyy,,year:2025,,,,leader_contact|meet|donald_trump|volodymyr_zelenskyy|year:2025,leader_contact|meet|donald_trump|volodymyr_zelenskyy,0.92,leader contact template
polymarket,mineral_rights,524166,0xe26bf05dd86c73fe3658387fb47a5f376fe353955e04a7411f1a93c0ae640c0f,0,Yes,35057502241937192778389704257086579693609237940626705268567244417790426578086,False,Will Russia capture Yunakivka before April? ,,,120713.280213,2025-02-19 13:34:24.581306-08:00,2025-03-31 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights;zelensky_suit,524285,0x1ecb710da7d97b76c1c99180d8f3d2afe052d09b68eca89b4cf3ce37a7a0a426,0,Yes,65482627758879803524003778479202246178420046841505286705606240559010331503838,False,US recognizes Russian sovereignty over Ukraine?,,,1238681.423725,2025-02-20 08:41:56.546019-08:00,2025-12-31 04:00:00-08:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,524286,0x73e5aa827f6705f18dd71da26f074cef281ec747afc5285fd967a02c365d059c,0,Yes,115114197311499111543193572783859493614053250846925313706441259864891207898704,False,US lifts Russia sanctions before April?,,,315785.626562,2025-02-20 08:51:44.938428-08:00,2025-03-31 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,524291,0x12da9018becd98b431fb377ae57087ebbe8ad4a1cf82c832fb0aed7c4b6b791d,0,Yes,106785705064968660332067023300536266535388124753272914243541205698423062856246,False,Will Trump visit Russia before July?,,,324865.427332,2025-02-20 09:56:09.361837-08:00,2025-06-30 05:00:00-07:00,,,leader_contact,visit,donald_trump,russia,,before:2025-07-01,,,,leader_contact|visit|donald_trump|russia|before:2025-07-01,leader_contact|visit|donald_trump|russia,0.92,leader contact template
polymarket,mineral_rights;zelensky_suit,524292,0x58f04e4d6d4207be5ffcaa8e12ceaaff491bea2f66a67f1c701744e59c3a920c,0,Yes,23363560824318474668781482335102625289561748638527872548758492627125630990827,False,Will Trump withdraw the U.S. from NATO in 2025?,,,228935.133447,2025-02-20 10:23:30.223532-08:00,2025-12-31 04:00:00-08:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,524309,0x69c2da9742638186de095a52f9a6aa9e04ecd622f8d5351160a6ab56bbfa08ba,0,Yes,62739431005727143581337651607856141421574040080327270423566759351110690651138,False,Will the US sanction Ukraine before April?,,,82810.752088,2025-02-20 11:37:11.217747-08:00,2025-03-31 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,524310,0x97004cec761044f6eb772191377b3a352d3ec05ec0249a1bf5ca442ba1fac097,0,Yes,82246973513888061559569421022652964687465272762066736721360354291228748283806,False,Will Ukraine agree to pay back U.S. aid before July?,,,1529637.779795,2025-02-20 11:47:32.053121-08:00,2025-06-30 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights;zelensky_suit,524348,0x827af1ac5895766ceda8258b54844be5f1a31428a3b4bc4a8be8259776d44700,0,Yes,52960782840877996381169383667062216635147767148703288363719115614339176853095,False,"Will Karoline Leavitt say ""Putin"" 3+ times during next White House press briefing?",,,3408.054773,2025-02-20 14:35:53.285157-08:00,2025-12-31 04:00:00-08:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights,524477,0x2820f9e0e7fac7f3cc909bccdd212c6f3de818a6b0e4ca401c24beba941a2249,0,Yes,83547673164506671794819260938344653989875088069034224812175182562166039721574,False,Trump in Russia on Victory Day May 9?,,,1143264.619709,2025-02-21 10:25:09.107922-08:00,2025-05-09 05:00:00-07:00,,,,,,,,,,,,,,0.0,no supported template
polymarket,mineral_rights;zelensky_suit,525157,0xb58d0e3b3dd34b2b8d8997e6ce36ca3873bdd6034fe0dde633f11e50d4b18c69,0,Yes,74129046843921940913413587682588886122583847748489066762857187137233978267670,False,Zelensky resigns in 2025?,,,639799.279247,2025-02-24 15:06:16.266385-08:00,2025-12-31 04:00:00-08:00,,,office_exit,resign,volodymyr_zelenskyy,,,year:2025,,,,office_exit|resign|volodymyr_zelenskyy|year:2025,office_exit|resign|volodymyr_zelenskyy,0.88,office exit template
